B_thermophilus_symbiont	R.fausta	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	SUP05	V.diagonalis	V.extenta	V.gigas1	V.gigas2	V.marissinica	V.okutanii	V.soyoae1	V.soyoae2
MS2017_1644	HUE58_RS01000	Rmag_0307	Rpac_peg_464	Rpha_peg_1722	Rple_peg_206	Rrec_peg_129	Rsou_peg_1708	SP60_01505	Vdia_peg_695	Vext_peg_684	Vgig1_peg_640	Vgig2_peg_527	Vmar_0289	COSY_0289	Vsoy1_peg_315	Vsoy2_peg_519
MS2017_1686	HUE58_RS04140	Rmag_0833	Rpac_peg_588	Rpha_peg_1527	Rple_peg_783	Rrec_peg_380	Rsou_peg_983	SP60_01635	Vdia_peg_198	Vext_peg_193	Vgig1_peg_776	Vgig2_peg_665	Vmar_0768	COSY_0757	Vsoy1_peg_795	Vsoy2_peg_11
MS2017_0769	HUE58_RS03115	Rmag_0642	Rpac_peg_1208	Rpha_peg_1172	Rple_peg_495	Rrec_peg_1366	Rsou_peg_818	SP60_07175	Vdia_peg_386	Vext_peg_374	Vgig1_peg_337	Vgig2_peg_223	Vmar_0596	COSY_0590	Vsoy1_peg_625	Vsoy2_peg_825
MS2017_1053	HUE58_RS02355	Rmag_0523	Rpac_peg_1375	Rpha_peg_212	Rple_peg_1199	Rrec_peg_1195	Rsou_peg_103	SP60_08125	Vdia_peg_496	Vext_peg_483	Vgig1_peg_449	Vgig2_peg_334	Vmar_0483	COSY_0479	Vsoy1_peg_509	Vsoy2_peg_708
MS2017_0771	HUE58_RS03105	Rmag_0640	Rpac_peg_1210	Rpha_peg_1170	Rple_peg_497	Rrec_peg_1364	Rsou_peg_816	SP60_07185	Vdia_peg_387	Vext_peg_375	Vgig1_peg_339	Vgig2_peg_225	Vmar_0594	COSY_0588	Vsoy1_peg_623	Vsoy2_peg_823
MS2017_0383	HUE58_RS00705	Rmag_0257	Rpac_peg_388	Rpha_peg_1885	Rple_peg_129	Rrec_peg_191	Rsou_peg_1901	SP60_05695	Vdia_peg_742	Vext_peg_731	Vgig1_peg_686	Vgig2_peg_574	Vmar_0241	COSY_0243	Vsoy1_peg_266	Vsoy2_peg_471
MS2017_0421	HUE58_RS00825	Rmag_0278	Rpac_peg_414	Rpha_peg_1790	Rple_peg_159	Rrec_peg_165	Rsou_peg_275	SP60_05810	Vdia_peg_721	Vext_peg_710	Vgig1_peg_666	Vgig2_peg_553	Vmar_0264	COSY_0264	Vsoy1_peg_288	Vsoy2_peg_493
MS2017_0384	HUE58_RS00710	Rmag_0258	Rpac_peg_389	Rpha_peg_1884	Rple_peg_130	Rrec_peg_190	Rsou_peg_1900	SP60_05700	Vdia_peg_741	Vext_peg_730	Vgig1_peg_685	Vgig2_peg_573	Vmar_0242	COSY_0244	Vsoy1_peg_267	Vsoy2_peg_472
MS2017_0422	HUE58_RS00830	Rmag_0279	Rpac_peg_415	Rpha_peg_1789	Rple_peg_160	Rrec_peg_164	Rsou_peg_276	SP60_05815	Vdia_peg_720	Vext_peg_709	Vgig1_peg_665	Vgig2_peg_552	Vmar_0265	COSY_0265	Vsoy1_peg_289	Vsoy2_peg_494
MS2017_1690	HUE58_RS04160	Rmag_0834	Rpac_peg_590	Rpha_peg_1524	Rple_peg_787	Rrec_peg_383	Rsou_peg_980	SP60_01655	Vdia_peg_197	Vext_peg_192	Vgig1_peg_777	Vgig2_peg_666	Vmar_0769	COSY_0759	Vsoy1_peg_796	Vsoy2_peg_12
MS2017_0424	HUE58_RS00835	Rmag_0280	Rpac_peg_416	Rpha_peg_1788	Rple_peg_161	Rrec_peg_163	Rsou_peg_277	SP60_05820	Vdia_peg_719	Vext_peg_708	Vgig1_peg_664	Vgig2_peg_551	Vmar_0266	COSY_0266	Vsoy1_peg_290	Vsoy2_peg_495
MS2017_1651	HUE58_RS00985	Rmag_0306	Rpac_peg_462	Rpha_peg_1726	Rple_peg_204	Rrec_peg_131	Rsou_peg_1701	SP60_01515	Vdia_peg_696	Vext_peg_685	Vgig1_peg_641	Vgig2_peg_528	Vmar_0288	COSY_0288	Vsoy1_peg_314	Vsoy2_peg_518
MS2017_0223	HUE58_RS04850	Rmag_0967	Rpac_peg_740	Rpha_peg_1342	Rple_peg_970	Rrec_peg_533	Rsou_peg_1505	SP60_03125	Vdia_peg_87	Vext_peg_83	Vgig1_peg_865	Vgig2_peg_752	Vmar_0878	COSY_0868	Vsoy1_peg_908	Vsoy2_peg_124
MS2017_1250	HUE58_RS02065	Rmag_0475	Rpac_peg_928	Rpha_peg_307	Rple_peg_1256	Rrec_peg_1128	Rsou_peg_1863	SP60_00305	Vdia_peg_538	Vext_peg_526	Vgig1_peg_493	Vgig2_peg_379	Vmar_0442	COSY_0438	Vsoy1_peg_467	Vsoy2_peg_666
MS2017_1838	HUE58_RS03915	Rmag_0178	Rpac_peg_1038	Rpha_peg_1594	Rple_peg_52	Rrec_peg_939	Rsou_peg_1236	SP60_05305	Vdia_peg_803	Vext_peg_792	Vgig1_peg_750	Vgig2_peg_639	Vmar_0178	COSY_0182	Vsoy1_peg_203	Vsoy2_peg_408
MS2017_1411	HUE58_RS01590	Rmag_0413	Rpac_peg_1423	Rpha_peg_476	Rple_peg_1640	Rrec_peg_1019	Rsou_peg_640	SP60_00795	Vdia_peg_597	Vext_peg_585	Vgig1_peg_553	Vgig2_peg_438	Vmar_0380	COSY_0382	Vsoy1_peg_408	Vsoy2_peg_608
MS2017_2079	HUE58_RS06100	Rmag_0070	Rpac_peg_127	Rpha_peg_755	Rple_peg_1479	Rrec_peg_797	Rsou_peg_1647	SP60_04495	Vdia_peg_909	Vext_peg_898	Vgig1_peg_82	Vgig2_peg_888	Vmar_0073	COSY_0076	Vsoy1_peg_99	Vsoy2_peg_303
MS2017_0224	HUE58_RS04845	Rmag_0966	Rpac_peg_739	Rpha_peg_1343	Rple_peg_969	Rrec_peg_532	Rsou_peg_1504	SP60_03120	Vdia_peg_88	Vext_peg_84	Vgig1_peg_866	Vgig2_peg_753	Vmar_0877	COSY_0867	Vsoy1_peg_907	Vsoy2_peg_123
MS2017_1251	HUE58_RS01745	Rmag_0433	Rpac_peg_1000	Rpha_peg_414	Rple_peg_1325	Rrec_peg_1059	Rsou_peg_1424	SP60_00575	Vdia_peg_574	Vext_peg_562	Vgig1_peg_531	Vgig2_peg_416	Vmar_0402	COSY_0403	Vsoy1_peg_429	Vsoy2_peg_628
MS2017_1839	HUE58_RS03920	Rmag_0177	Rpac_peg_1037	Rpha_peg_1593	Rple_peg_53	Rrec_peg_938	Rsou_peg_1237	SP60_05300	Vdia_peg_804	Vext_peg_793	Vgig1_peg_751	Vgig2_peg_640	Vmar_0177	COSY_0181	Vsoy1_peg_202	Vsoy2_peg_407
MS2017_0145	HUE58_RS05235	Rmag_1014	Rpac_peg_799	Rpha_peg_847	Rple_peg_1047	Rrec_peg_608	Rsou_peg_425	SP60_03550	Vdia_peg_43	Vext_peg_40	Vgig1_peg_931	Vgig2_peg_818	Vmar_0920	COSY_0916	Vsoy1_peg_951	Vsoy2_peg_167
MS2017_1412	HUE58_RS01585	Rmag_0412	Rpac_peg_1424	Rpha_peg_477	Rple_peg_1639	Rrec_peg_1018	Rsou_peg_641	SP60_00800	Vdia_peg_598	Vext_peg_586	Vgig1_peg_554	Vgig2_peg_439	Vmar_0379	COSY_0381	Vsoy1_peg_407	Vsoy2_peg_607
MS2017_2161	HUE58_RS05360	Rmag_1032	Rpac_peg_834	Rpha_peg_882	Rple_peg_1074	Rrec_peg_639	Rsou_peg_1573	SP60_03685	Vdia_peg_24	Vext_peg_21	Vgig1_peg_960	Vgig2_peg_836	Vmar_0938	COSY_0934	Vsoy1_peg_971	Vsoy2_peg_185
MS2017_0107	HUE58_RS05515	Rmag_1061	Rpac_peg_868	Rpha_peg_963	Rple_peg_1126	Rrec_peg_677	Rsou_peg_532	SP60_03860	Vdia_peg_1002	Vext_peg_989	Vgig1_peg_993	Vgig2_peg_976	Vmar_0965	COSY_0960	Vsoy1_peg_8	Vsoy2_peg_213
MS2017_1840	HUE58_RS03925	Rmag_0176	Rpac_peg_1036	Rpha_peg_1592	Rple_peg_54	Rrec_peg_937	Rsou_peg_1238	SP60_05295	Vdia_peg_805	Vext_peg_794	Vgig1_peg_752	Vgig2_peg_641	Vmar_0176	COSY_0180	Vsoy1_peg_201	Vsoy2_peg_406
MS2017_0146	HUE58_RS05230	Rmag_1013	Rpac_peg_798	Rpha_peg_846	Rple_peg_1046	Rrec_peg_607	Rsou_peg_426	SP60_03545	Vdia_peg_44	Vext_peg_41	Vgig1_peg_930	Vgig2_peg_817	Vmar_0919	COSY_0915	Vsoy1_peg_950	Vsoy2_peg_166
MS2017_2081	HUE58_RS06090	Rmag_0068	Rpac_peg_129	Rpha_peg_757	Rple_peg_1482	Rrec_peg_795	Rsou_peg_1645	SP60_04485	Vdia_peg_910	Vext_peg_899	Vgig1_peg_81	Vgig2_peg_889	Vmar_0072	COSY_0075	Vsoy1_peg_98	Vsoy2_peg_302
MS2017_0108	HUE58_RS05520	Rmag_1062	Rpac_peg_869	Rpha_peg_964	Rple_peg_1127	Rrec_peg_678	Rsou_peg_531	SP60_03865	Vdia_peg_1001	Vext_peg_988	Vgig1_peg_994	Vgig2_peg_975	Vmar_0966	COSY_0961	Vsoy1_peg_9	Vsoy2_peg_214
MS2017_0226	HUE58_RS04840	Rmag_0965	Rpac_peg_738	Rpha_peg_1344	Rple_peg_968	Rrec_peg_531	Rsou_peg_1503	SP60_03115	Vdia_peg_89	Vext_peg_85	Vgig1_peg_867	Vgig2_peg_754	Vmar_0876	COSY_0866	Vsoy1_peg_906	Vsoy2_peg_122
MS2017_1132	HUE58_RS02755	Rmag_0583	Rpac_peg_1289	Rpha_peg_123	Rple_peg_608	Rrec_peg_1282	Rsou_peg_794	SP60_07615	Vdia_peg_437	Vext_peg_424	Vgig1_peg_391	Vgig2_peg_276	Vmar_0544	COSY_0538	Vsoy1_peg_568	Vsoy2_peg_767
MS2017_1841	HUE58_RS03930	Rmag_0175	Rpac_peg_1035	Rpha_peg_1591	Rple_peg_55	Rrec_peg_936	Rsou_peg_1239	SP60_05290	Vdia_peg_806	Vext_peg_795	Vgig1_peg_753	Vgig2_peg_642	Vmar_0175	COSY_0179	Vsoy1_peg_200	Vsoy2_peg_405
MS2017_2121	HUE58_RS05980	Rmag_0051	Rpac_peg_164	Rpha_peg_789	Rple_peg_1508	Rrec_peg_771	Rsou_peg_585	SP60_04310	Vdia_peg_929	Vext_peg_918	Vgig1_peg_63	Vgig2_peg_906	Vmar_0054	COSY_0055	Vsoy1_peg_81	Vsoy2_peg_284
MS2017_0147	HUE58_RS05225	Rmag_1012	Rpac_peg_797	Rpha_peg_845	Rple_peg_1045	Rrec_peg_606	Rsou_peg_427	SP60_03540	Vdia_peg_45	Vext_peg_42	Vgig1_peg_929	Vgig2_peg_816	Vmar_0918	COSY_0914	Vsoy1_peg_949	Vsoy2_peg_165
MS2017_0227	HUE58_RS04835	Rmag_0964	Rpac_peg_737	Rpha_peg_1345	Rple_peg_967	Rrec_peg_530	Rsou_peg_1502	SP60_03110	Vdia_peg_90	Vext_peg_86	Vgig1_peg_868	Vgig2_peg_755	Vmar_0875	COSY_0865	Vsoy1_peg_905	Vsoy2_peg_121
MS2017_1842	HUE58_RS03935	Rmag_0174	Rpac_peg_1034	Rpha_peg_1590	Rple_peg_56	Rrec_peg_935	Rsou_peg_1240	SP60_05285	Vdia_peg_807	Vext_peg_796	Vgig1_peg_754	Vgig2_peg_643	Vmar_0174	COSY_0178	Vsoy1_peg_199	Vsoy2_peg_404
MS2017_2122	HUE58_RS05975	Rmag_0050	Rpac_peg_165	Rpha_peg_790	Rple_peg_1509	Rrec_peg_770	Rsou_peg_586	SP60_04305	Vdia_peg_930	Vext_peg_919	Vgig1_peg_62	Vgig2_peg_907	Vmar_0053	COSY_0054	Vsoy1_peg_80	Vsoy2_peg_283
MS2017_0148	HUE58_RS05210	Rmag_1011	Rpac_peg_795	Rpha_peg_844	Rple_peg_1042	Rrec_peg_604	Rsou_peg_428	SP60_03535	Vdia_peg_46	Vext_peg_43	Vgig1_peg_928	Vgig2_peg_815	Vmar_0917	COSY_0913	Vsoy1_peg_948	Vsoy2_peg_164
MS2017_1134	HUE58_RS02765	Rmag_0584	Rpac_peg_1287	Rpha_peg_121	Rple_peg_606	Rrec_peg_1284	Rsou_peg_792	SP60_07605	Vdia_peg_435	Vext_peg_423	Vgig1_peg_390	Vgig2_peg_275	Vmar_0545	COSY_0539	Vsoy1_peg_570	Vsoy2_peg_769
MS2017_1843	HUE58_RS03940	Rmag_0173	Rpac_peg_1033	Rpha_peg_1589	Rple_peg_57	Rrec_peg_934	Rsou_peg_1241	SP60_05280	Vdia_peg_808	Vext_peg_797	Vgig1_peg_755	Vgig2_peg_644	Vmar_0173	COSY_0177	Vsoy1_peg_198	Vsoy2_peg_403
MS2017_1135	HUE58_RS02770	Rmag_0585	Rpac_peg_1286	Rpha_peg_120	Rple_peg_605	Rrec_peg_1285	Rsou_peg_791	SP60_07600	Vdia_peg_434	Vext_peg_422	Vgig1_peg_389	Vgig2_peg_274	Vmar_0546	COSY_0540	Vsoy1_peg_571	Vsoy2_peg_770
MS2017_1844	HUE58_RS03945	Rmag_0172	Rpac_peg_1032	Rpha_peg_1588	Rple_peg_58	Rrec_peg_933	Rsou_peg_1242	SP60_05275	Vdia_peg_809	Vext_peg_798	Vgig1_peg_756	Vgig2_peg_645	Vmar_0172	COSY_0176	Vsoy1_peg_197	Vsoy2_peg_402
MS2017_1845	HUE58_RS03950	Rmag_0171	Rpac_peg_1031	Rpha_peg_1587	Rple_peg_59	Rrec_peg_932	Rsou_peg_1243	SP60_05270	Vdia_peg_810	Vext_peg_799	Vgig1_peg_757	Vgig2_peg_646	Vmar_0171	COSY_0175	Vsoy1_peg_196	Vsoy2_peg_401
MS2017_2086	HUE58_RS06085	Rmag_0067	Rpac_peg_130	Rpha_peg_758	Rple_peg_1483	Rrec_peg_794	Rsou_peg_1641	SP60_04480	Vdia_peg_911	Vext_peg_900	Vgig1_peg_80	Vgig2_peg_890	Vmar_0071	COSY_0074	Vsoy1_peg_97	Vsoy2_peg_301
MS2017_1256	HUE58_RS01725	Rmag_0432	Rpac_peg_1002	Rpha_peg_418	Rple_peg_1326	Rrec_peg_1055	Rsou_peg_1980	SP60_00610	Vdia_peg_575	Vext_peg_563	Vgig1_peg_532	Vgig2_peg_417	Vmar_0401	COSY_0401	Vsoy1_peg_428	Vsoy2_peg_627
MS2017_1846	HUE58_RS03955	Rmag_0170	Rpac_peg_1030	Rpha_peg_1586	Rple_peg_60	Rrec_peg_931	Rsou_peg_1244	SP60_05265	Vdia_peg_811	Vext_peg_800	Vgig1_peg_758	Vgig2_peg_647	Vmar_0170	COSY_0174	Vsoy1_peg_195	Vsoy2_peg_400
MS2017_2087	HUE58_RS06080	Rmag_0066	Rpac_peg_131	Rpha_peg_759	Rple_peg_1484	Rrec_peg_793	Rsou_peg_1640	SP60_04475	Vdia_peg_912	Vext_peg_901	Vgig1_peg_79	Vgig2_peg_891	Vmar_0070	COSY_0073	Vsoy1_peg_96	Vsoy2_peg_300
MS2017_1217	HUE58_RS02155	Rmag_0492	Rpac_peg_904	Rpha_peg_285	Rple_peg_1234	Rrec_peg_1148	Rsou_peg_1689	SP60_00210	Vdia_peg_523	Vext_peg_510	Vgig1_peg_476	Vgig2_peg_361	Vmar_0457	COSY_0453	Vsoy1_peg_483	Vsoy2_peg_682
MS2017_1847	HUE58_RS03960	Rmag_0169	Rpac_peg_1029	Rpha_peg_1585	Rple_peg_61	Rrec_peg_930	Rsou_peg_1245	SP60_05260	Vdia_peg_812	Vext_peg_801	Vgig1_peg_759	Vgig2_peg_648	Vmar_0169	COSY_0173	Vsoy1_peg_194	Vsoy2_peg_399
MS2017_2088	HUE58_RS06075	Rmag_0065	Rpac_peg_132	Rpha_peg_760	Rple_peg_1485	Rrec_peg_792	Rsou_peg_1639	SP60_04470	Vdia_peg_913	Vext_peg_902	Vgig1_peg_78	Vgig2_peg_892	Vmar_0069	COSY_0072	Vsoy1_peg_95	Vsoy2_peg_299
MS2017_0234	HUE58_RS04830	Rmag_0963	Rpac_peg_736	Rpha_peg_1346	Rple_peg_966	Rrec_peg_529	Rsou_peg_1501	SP60_03105	Vdia_peg_91	Vext_peg_87	Vgig1_peg_869	Vgig2_peg_756	Vmar_0874	COSY_0864	Vsoy1_peg_904	Vsoy2_peg_120
MS2017_1218	HUE58_RS02150	Rmag_0491	Rpac_peg_905	Rpha_peg_286	Rple_peg_1235	Rrec_peg_1147	Rsou_peg_1688	SP60_00215	Vdia_peg_524	Vext_peg_511	Vgig1_peg_477	Vgig2_peg_362	Vmar_0456	COSY_0452	Vsoy1_peg_482	Vsoy2_peg_681
MS2017_1173	HUE58_RS02205	Rmag_0502	Rpac_peg_894	Rpha_peg_269	Rple_peg_1224	Rrec_peg_1158	Rsou_peg_1812	SP60_00155	Vdia_peg_513	Vext_peg_500	Vgig1_peg_467	Vgig2_peg_352	Vmar_0465	COSY_0461	Vsoy1_peg_491	Vsoy2_peg_690
MS2017_1728	HUE58_RS04260	Rmag_0850	Rpac_peg_612	Rpha_peg_1495	Rple_peg_812	Rrec_peg_404	Rsou_peg_18	SP60_01765	Vdia_peg_181	Vext_peg_176	Vgig1_peg_794	Vgig2_peg_683	Vmar_0785	COSY_0775	Vsoy1_peg_813	Vsoy2_peg_29
MS2017_0067	HUE58_RS05765	Rmag_0025	Rpac_peg_202	Rpha_peg_1056	Rple_peg_1562	Rrec_peg_729	Rsou_peg_472	SP60_04150	Vdia_peg_959	Vext_peg_947	Vgig1_peg_35	Vgig2_peg_933	Vmar_0027	COSY_0025	Vsoy1_peg_51	Vsoy2_peg_255
MS2017_1729	HUE58_RS04265	Rmag_0851	Rpac_peg_613	Rpha_peg_1494	Rple_peg_813	Rrec_peg_405	Rsou_peg_20	SP60_01770	Vdia_peg_180	Vext_peg_175	Vgig1_peg_795	Vgig2_peg_684	Vmar_0786	COSY_0776	Vsoy1_peg_814	Vsoy2_peg_30
MS2017_0068	HUE58_RS05770	Rmag_0026	Rpac_peg_201	Rpha_peg_1057	Rple_peg_1561	Rrec_peg_730	Rsou_peg_473	SP60_04155	Vdia_peg_958	Vext_peg_946	Vgig1_peg_36	Vgig2_peg_932	Vmar_0028	COSY_0026	Vsoy1_peg_52	Vsoy2_peg_256
MS2017_1730	HUE58_RS04275	Rmag_0852	Rpac_peg_615	Rpha_peg_1493	Rple_peg_816	Rrec_peg_408	Rsou_peg_21	SP60_01775	Vdia_peg_179	Vext_peg_174	Vgig1_peg_796	Vgig2_peg_685	Vmar_0787	COSY_0777	Vsoy1_peg_815	Vsoy2_peg_31
MS2017_1878	HUE58_RS06615	Rmag_0147	Rpac_peg_18	Rpha_peg_1975	Rple_peg_1364	Rrec_peg_904	Rsou_peg_949	SP60_05125	Vdia_peg_832	Vext_peg_821	Vgig1_peg_158	Vgig2_peg_47	Vmar_0149	COSY_0151	Vsoy1_peg_175	Vsoy2_peg_380
MS2017_0069	HUE58_RS05775	Rmag_0027	Rpac_peg_200	Rpha_peg_1058	Rple_peg_1560	Rrec_peg_731	Rsou_peg_474	SP60_04160	Vdia_peg_957	Vext_peg_945	Vgig1_peg_37	Vgig2_peg_931	Vmar_0029	COSY_0027	Vsoy1_peg_53	Vsoy2_peg_257
MS2017_1177	HUE58_RS02185	Rmag_0498	Rpac_peg_898	Rpha_peg_273	Rple_peg_1228	Rrec_peg_1154	Rsou_peg_1695	SP60_00180	Vdia_peg_518	Vext_peg_505	Vgig1_peg_471	Vgig2_peg_356	Vmar_0462	COSY_0458	Vsoy1_peg_488	Vsoy2_peg_687
MS2017_1732	HUE58_RS04280	Rmag_0853	Rpac_peg_616	Rpha_peg_1492	Rple_peg_817	Rrec_peg_409	Rsou_peg_22	SP60_01780	Vdia_peg_178	Vext_peg_173	Vgig1_peg_797	Vgig2_peg_686	Vmar_0788	COSY_0778	Vsoy1_peg_816	Vsoy2_peg_32
MS2017_1733	HUE58_RS04285	Rmag_0854	Rpac_peg_617	Rpha_peg_1491	Rple_peg_818	Rrec_peg_410	Rsou_peg_23	SP60_01785	Vdia_peg_177	Vext_peg_172	Vgig1_peg_798	Vgig2_peg_687	Vmar_0789	COSY_0779	Vsoy1_peg_817	Vsoy2_peg_33
MS2017_1881	HUE58_RS06610	Rmag_0146	Rpac_peg_23	Rpha_peg_1971	Rple_peg_1367	Rrec_peg_903	Rsou_peg_948	SP60_05120	Vdia_peg_833	Vext_peg_822	Vgig1_peg_157	Vgig2_peg_46	Vmar_0147	COSY_0150	Vsoy1_peg_174	Vsoy2_peg_379
MS2017_1734	HUE58_RS04290	Rmag_0855	Rpac_peg_618	Rpha_peg_1490	Rple_peg_819	Rrec_peg_411	Rsou_peg_24	SP60_01790	Vdia_peg_176	Vext_peg_171	Vgig1_peg_799	Vgig2_peg_688	Vmar_0790	COSY_0780	Vsoy1_peg_818	Vsoy2_peg_34
MS2017_1882	HUE58_RS06605	Rmag_0145	Rpac_peg_24	Rpha_peg_1970	Rple_peg_1368	Rrec_peg_902	Rsou_peg_947	SP60_05115	Vdia_peg_834	Vext_peg_823	Vgig1_peg_156	Vgig2_peg_45	Vmar_0146	COSY_0149	Vsoy1_peg_173	Vsoy2_peg_378
MS2017_1735	HUE58_RS04295	Rmag_0856	Rpac_peg_619	Rpha_peg_1489	Rple_peg_820	Rrec_peg_412	Rsou_peg_25	SP60_01795	Vdia_peg_175	Vext_peg_170	Vgig1_peg_800	Vgig2_peg_689	Vmar_0791	COSY_0781	Vsoy1_peg_819	Vsoy2_peg_35
MS2017_1883	HUE58_RS06600	Rmag_0144	Rpac_peg_25	Rpha_peg_1969	Rple_peg_1369	Rrec_peg_901	Rsou_peg_946	SP60_05110	Vdia_peg_835	Vext_peg_824	Vgig1_peg_155	Vgig2_peg_44	Vmar_0145	COSY_0148	Vsoy1_peg_172	Vsoy2_peg_377
MS2017_0984	HUE58_RS02735	Rmag_0581	Rpac_peg_1293	Rpha_peg_127	Rple_peg_617	Rrec_peg_1278	Rsou_peg_797	SP60_07630	Vdia_peg_439	Vext_peg_426	Vgig1_peg_393	Vgig2_peg_278	Vmar_0542	COSY_0536	Vsoy1_peg_566	Vsoy2_peg_765
MS2017_0183	HUE58_RS05050	Rmag_0991	Rpac_peg_773	Rpha_peg_1632	Rple_peg_1009	Rrec_peg_576	Rsou_peg_1739	SP60_03265	Vdia_peg_69	Vext_peg_65	Vgig1_peg_907	Vgig2_peg_794	Vmar_0896	COSY_0886	Vsoy1_peg_927	Vsoy2_peg_143
MS2017_0932	HUE58_RS02990	Rmag_0617	Rpac_peg_1240	Rpha_peg_67	Rple_peg_530	Rrec_peg_1335	Rsou_peg_723	SP60_07325	Vdia_peg_404	Vext_peg_392	Vgig1_peg_358	Vgig2_peg_243	Vmar_0576	COSY_0569	Vsoy1_peg_605	Vsoy2_peg_805
MS2017_1923	HUE58_RS06590	Rmag_0143	Rpac_peg_29	Rpha_peg_1964	Rple_peg_1372	Rrec_peg_898	Rsou_peg_940	SP60_05090	Vdia_peg_837	Vext_peg_826	Vgig1_peg_153	Vgig2_peg_42	Vmar_0143	COSY_0146	Vsoy1_peg_170	Vsoy2_peg_375
MS2017_0613	HUE58_RS03625	Rmag_0736	Rpac_peg_1097	Rpha_peg_591	Rple_peg_286	Rrec_peg_1491	Rsou_peg_676	SP60_06530	Vdia_peg_282	Vext_peg_276	Vgig1_peg_241	Vgig2_peg_129	Vmar_0694	COSY_0681	Vsoy1_peg_720	Vsoy2_peg_920
MS2017_0933	HUE58_RS02985	Rmag_0616	Rpac_peg_1241	Rpha_peg_68	Rple_peg_531	Rrec_peg_1334	Rsou_peg_724	SP60_07330	Vdia_peg_405	Vext_peg_393	Vgig1_peg_359	Vgig2_peg_244	Vmar_0575	COSY_0568	Vsoy1_peg_604	Vsoy2_peg_804
MS2017_1924	HUE58_RS06585	Rmag_0142	Rpac_peg_30	Rpha_peg_1963	Rple_peg_1373	Rrec_peg_897	Rsou_peg_939	SP60_05085	Vdia_peg_838	Vext_peg_827	Vgig1_peg_152	Vgig2_peg_41	Vmar_0142	COSY_0145	Vsoy1_peg_169	Vsoy2_peg_374
MS2017_1925	HUE58_RS06580	Rmag_0141	Rpac_peg_31	Rpha_peg_1962	Rple_peg_1374	Rrec_peg_896	Rsou_peg_938	SP60_05080	Vdia_peg_839	Vext_peg_828	Vgig1_peg_151	Vgig2_peg_40	Vmar_0141	COSY_0144	Vsoy1_peg_168	Vsoy2_peg_373
MS2017_0935	HUE58_RS02980	Rmag_0615	Rpac_peg_1244	Rpha_peg_72	Rple_peg_533	Rrec_peg_1332	Rsou_peg_726	SP60_07345	Vdia_peg_406	Vext_peg_394	Vgig1_peg_360	Vgig2_peg_245	Vmar_0574	COSY_0567	Vsoy1_peg_603	Vsoy2_peg_802
MS2017_0188	HUE58_RS05030	Rmag_0987	Rpac_peg_769	Rpha_peg_1636	Rple_peg_1005	Rrec_peg_572	Rsou_peg_1743	SP60_03245	Vdia_peg_73	Vext_peg_69	Vgig1_peg_903	Vgig2_peg_790	Vmar_0892	COSY_0882	Vsoy1_peg_923	Vsoy2_peg_139
MS2017_0616	HUE58_RS03610	Rmag_0733	Rpac_peg_1100	Rpha_peg_594	Rple_peg_283	Rrec_peg_1488	Rsou_peg_673	SP60_06540	Vdia_peg_285	Vext_peg_279	Vgig1_peg_244	Vgig2_peg_132	Vmar_0690	COSY_0678	Vsoy1_peg_717	Vsoy2_peg_917
MS2017_0936	HUE58_RS02975	Rmag_0614	Rpac_peg_1245	Rpha_peg_73	Rple_peg_534	Rrec_peg_1331	Rsou_peg_727	SP60_07350	Vdia_peg_407	Vext_peg_395	Vgig1_peg_361	Vgig2_peg_246	Vmar_0573	COSY_0566	Vsoy1_peg_602	Vsoy2_peg_801
MS2017_1927	HUE58_RS06570	Rmag_0139	Rpac_peg_33	Rpha_peg_1960	Rple_peg_1376	Rrec_peg_894	Rsou_peg_936	SP60_05070	Vdia_peg_841	Vext_peg_830	Vgig1_peg_149	Vgig2_peg_38	Vmar_0139	COSY_0142	Vsoy1_peg_166	Vsoy2_peg_371
MS2017_0189	HUE58_RS05015	Rmag_0984	Rpac_peg_766	Rpha_peg_1639	Rple_peg_1002	Rrec_peg_569	Rsou_peg_1746	SP60_03240	Vdia_peg_74	Vext_peg_70	Vgig1_peg_902	Vgig2_peg_789	Vmar_0891	COSY_0881	Vsoy1_peg_922	Vsoy2_peg_138
MS2017_0617	HUE58_RS03605	Rmag_0732	Rpac_peg_1101	Rpha_peg_595	Rple_peg_282	Rrec_peg_1487	Rsou_peg_672	SP60_06545	Vdia_peg_286	Vext_peg_280	Vgig1_peg_245	Vgig2_peg_133	Vmar_0689	COSY_0677	Vsoy1_peg_716	Vsoy2_peg_916
MS2017_0937	HUE58_RS02970	Rmag_0613	Rpac_peg_1246	Rpha_peg_74	Rple_peg_535	Rrec_peg_1330	Rsou_peg_728	SP60_07355	Vdia_peg_408	Vext_peg_396	Vgig1_peg_362	Vgig2_peg_247	Vmar_0572	COSY_0565	Vsoy1_peg_601	Vsoy2_peg_800
MS2017_0618	HUE58_RS03600	Rmag_0731	Rpac_peg_1102	Rpha_peg_596	Rple_peg_281	Rrec_peg_1486	Rsou_peg_671	SP60_06550	Vdia_peg_287	Vext_peg_281	Vgig1_peg_246	Vgig2_peg_134	Vmar_0688	COSY_0676	Vsoy1_peg_715	Vsoy2_peg_915
