Bathy	SUP05	R.magnifica	R.pacifica	R.phaseoliformis	R.pleocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.okutanii	V.gigas2	V.soyoae2	V.gigas1	V.soyoae1	product	genome_count
			Rpac_peg_705												hypothetical protein	1
			Rpac_peg_706												Probable integral membrane protein	1
			Rpac_peg_707												hypothetical protein	1
			Rpac_peg_710												hypothetical protein	1
			Rpac_peg_711												Sulfate permease	1
			Rpac_peg_714												hypothetical protein	1
			Rpac_peg_717												hypothetical protein	1
			Rpac_peg_718												hypothetical protein	1
			Rpac_peg_719												hypothetical protein	1
			Rpac_peg_722												hypothetical protein	1
			Rpac_peg_743												hypothetical protein	1
			Rpac_peg_746												hypothetical protein	1
			Rpac_peg_749												hypothetical protein	1
			Rpac_peg_750												hypothetical protein	1
			Rpac_peg_751												hypothetical protein	1
			Rpac_peg_758												hypothetical protein	1
			Rpac_peg_759												hypothetical protein	1
			Rpac_peg_760												hypothetical protein	1
			Rpac_peg_763												hypothetical protein	1
			Rpac_peg_803												hypothetical protein	1
			Rpac_peg_804												hypothetical protein	1
			Rpac_peg_807												hypothetical protein	1
			Rpac_peg_808												hypothetical protein	1
			Rpac_peg_809												hypothetical protein	1
			Rpac_peg_810												hypothetical protein	1
			Rpac_peg_811												hypothetical protein	1
			Rpac_peg_827												hypothetical protein	1
			Rpac_peg_828												hypothetical protein	1
			Rpac_peg_830												hypothetical protein	1
			Rpac_peg_831												hypothetical protein	1
			Rpac_peg_832												Hypothetical cytosolic protein	1
			Rpac_peg_833												MloA	1
MS2017_R015	SP60_07095	Rmag_R0026	Rpac_rna_30	Rpha_rna_22	Rple_rna_5	Rrec_rna_40	Rsou_rna_17	Vdia_rna_13	Vext_rna_14	COSY_R0024	Vgig2_rna_7	Vsoy2_rna_37	Vgig1_rna_11	Vsoy1_rna_26	tRNA-Val-TAC	15
			Rpac_peg_835												hypothetical protein	1
			Rpac_peg_836												hypothetical protein	1
			Rpac_peg_838												hypothetical protein	1
			Rpac_peg_842												Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	1
			Rpac_peg_850												hypothetical protein	1
			Rpac_peg_863												hypothetical protein	1
			Rpac_peg_870												COG0553: Superfamily II DNA/RNA helicases, SNF2 family	1
			Rpac_peg_871												hypothetical protein	1
			Rpac_peg_881												FIG137360: hypothetical protein	1
			Rpac_peg_882												hypothetical protein	1
			Rpac_peg_885												hypothetical protein	1
			Rpac_peg_886												hypothetical protein	1
			Rpac_peg_887												hypothetical protein	1
			Rpac_peg_888												hypothetical protein	1
			Rpac_peg_1												hypothetical protein	1
					Rple_peg_1610										hypothetical protein	1
					Rple_peg_1609										hypothetical protein	1
					Rple_peg_1607										Phosphate regulon transcriptional regulatory protein PhoB (SphR)	1
					Rple_peg_1606										Phosphate transport system regulatory protein PhoU	1
					Rple_peg_1605										Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	1
					Rple_peg_1604										Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	1
					Rple_peg_1603										Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	1
					Rple_peg_1602										hypothetical protein	1
					Rple_peg_1600										hypothetical protein	1
					Rple_peg_1599										hypothetical protein	1
					Rple_peg_1598										Predicted exporter of the RND superfamily	1
					Rple_peg_1592										hypothetical protein	1
					Rple_peg_1591										hypothetical protein	1
					Rple_peg_1588										Chromate transport protein ChrA	1
					Rple_peg_1576										hypothetical protein	1
					Rple_peg_1574										DNA-binding protein	1
					Rple_peg_1572										hypothetical protein	1
					Rple_peg_1571										hypothetical protein	1
					Rple_peg_1568										hypothetical protein	1
					Rple_peg_1567										hypothetical protein	1
					Rple_peg_1555										hypothetical protein	1
					Rple_peg_1541										hypothetical protein	1
					Rple_peg_1539										hypothetical protein	1
					Rple_peg_1537										hypothetical protein	1
					Rple_peg_1535										hypothetical protein	1
					Rple_peg_1534										hypothetical protein	1
					Rple_peg_1533										hypothetical protein	1
					Rple_peg_1532										hypothetical protein	1
					Rple_peg_1531										hypothetical protein	1
					Rple_peg_1528										hypothetical protein	1
					Rple_peg_1526										hypothetical protein	1
					Rple_peg_1525										Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)	1
					Rple_peg_1524										Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)	1
					Rple_peg_1523										Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)	1
					Rple_peg_1522										hypothetical protein	1
					Rple_peg_1519										hypothetical protein	1
					Rple_peg_1512										hypothetical protein	1
					Rple_peg_1511										FIG065221: Holliday junction DNA helicase	1
					Rple_peg_1510										FIG065221: Holliday junction DNA helicase	1
					Rple_peg_1495										hypothetical protein	1
					Rple_peg_1494										rRNA small subunit methyltransferase I	1
					Rple_peg_1493										rRNA small subunit methyltransferase I	1
					Rple_peg_1481										hypothetical protein	1
					Rple_peg_1480										rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB	1
					Rple_peg_1474										hypothetical protein	1
					Rple_peg_1466										Rod shape-determining protein MreB	1
					Rple_peg_1464										hypothetical protein	1
					Rple_peg_1452										hypothetical protein	1
					Rple_peg_1446										hypothetical protein	1
					Rple_peg_1445										hypothetical protein	1
					Rple_peg_1444										hypothetical protein	1
					Rple_peg_1442										hypothetical protein	1
					Rple_peg_1411										hypothetical protein	1
					Rple_peg_1403										Phosphate transport regulator (distant homolog of PhoU)	1
					Rple_peg_1402										Probable low-affinity inorganic phosphate transporter	1
					Rple_peg_1401										hypothetical protein	1
					Rple_peg_1389										Na+/H+ antiporter NhaA type	1
					Rple_peg_1388										Na+/H+ antiporter NhaA type	1
					Rple_peg_1387										hypothetical protein	1
					Rple_peg_1386										hypothetical protein	1
					Rple_peg_1385										hypothetical protein	1
					Rple_peg_1383										hypothetical protein	1
					Rple_peg_1382										Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	1
					Rple_peg_1381										hypothetical protein	1
					Rple_peg_1380										hypothetical protein	1
					Rple_peg_1378										hypothetical protein	1
					Rple_peg_1377										Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8) / Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	1
					Rple_peg_1370										(Y14336) putative extracellular protein containing predicted 35aa signal peptide	1
					Rple_peg_1365										hypothetical protein	1
					Rple_peg_1363										Translation elongation factor P Lys34:lysine transferase	1
					Rple_peg_1362										hypothetical protein	1
					Rple_peg_1354										hypothetical protein	1
					Rple_peg_1351										hypothetical protein	1
					Rple_peg_1349										hypothetical protein	1
					Rple_peg_1347										hypothetical protein	1
					Rple_peg_1346										Putative phosphatase	1
					Rple_peg_36										hypothetical protein	1
					Rple_peg_35										hypothetical protein	1
					Rple_peg_31										Protein of unknown function DUF81	1
					Rple_peg_25										DNA-cytosine methyltransferase (EC 2.1.1.37)	1
					Rple_peg_24										Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often with (EC 2.4.99.13) also]	1
					Rple_peg_15										hypothetical protein	1
					Rple_peg_14										hypothetical protein	1
					Rple_peg_13										GTP-binding protein HflX	1
					Rple_peg_12										GTP-binding protein HflX	1
MS2017_R013	SP60_05995	Rmag_R0028	Rpac_rna_11	Rpha_rna_39	Rple_rna_4	Rrec_rna_5	Rsou_rna_23	Vdia_rna_12	Vext_rna_13	COSY_R0025	Vgig2_rna_6	Vsoy2_rna_38	Vgig1_rna_39	Vsoy1_rna_38	tRNA-Trp-CCA	15
					Rple_peg_8		Rsou_peg_2090								hypothetical protein	2
					Rple_peg_72										hypothetical protein	1
					Rple_peg_76										hypothetical protein	1
					Rple_peg_97										Multicopper oxidase	1
					Rple_peg_98										Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	1
					Rple_peg_99										Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	1
					Rple_peg_104										hypothetical protein	1
					Rple_peg_124										hypothetical protein	1
					Rple_peg_125										hypothetical protein	1
					Rple_peg_126										hypothetical protein	1
					Rple_peg_127										hypothetical protein	1
					Rple_peg_128										hypothetical protein	1
					Rple_peg_135										Excinuclease ABC subunit A	1
					Rple_peg_145										hypothetical protein	1
					Rple_peg_151										Alanine dehydrogenase (EC 1.4.1.1)	1
					Rple_peg_152										Alanine dehydrogenase (EC 1.4.1.1)	1
					Rple_peg_153										hypothetical protein	1
					Rple_peg_154										hypothetical protein	1
					Rple_peg_155										hypothetical protein	1
					Rple_peg_157										Ammonium transporter	1
					Rple_peg_158										Ammonium transporter	1
					Rple_peg_162										hypothetical protein	1
					Rple_peg_165										hypothetical protein	1
					Rple_peg_166										hypothetical protein	1
					Rple_peg_175										hypothetical protein	1
					Rple_peg_176										hypothetical protein	1
					Rple_peg_177										hypothetical protein	1
					Rple_peg_178										hypothetical protein	1
					Rple_peg_180										Uncharacterized protein COG3461	1
					Rple_peg_181										hypothetical protein	1
					Rple_peg_182										Catalase (EC 1.11.1.6)	1
					Rple_peg_184										Glyoxalase/bleomycin resistance protein/dioxygenase	1
					Rple_peg_190										Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)	1
					Rple_peg_192										hypothetical protein	1
					Rple_peg_196										hypothetical protein	1
					Rple_peg_197										TRAP-type C4-dicarboxylate transport system, periplasmic component	1
					Rple_peg_199										hypothetical protein	1
					Rple_peg_630										hypothetical protein	1
					Rple_peg_637										Rhodanese-related sulfurtransferase	1
					Rple_peg_641										Aldehyde dehydrogenase (EC 1.2.1.3)	1
					Rple_peg_642										hypothetical protein	1
					Rple_peg_643										Transcriptional regulator, AraC family	1
					Rple_peg_645										Transcriptional regulator, AraC family	1
					Rple_peg_646										hypothetical protein	1
					Rple_peg_687										Various polyols ABC transporter, periplasmic substrate-binding protein	1
					Rple_peg_688										Various polyols ABC transporter, periplasmic substrate-binding protein	1
					Rple_peg_689										hypothetical protein	1
					Rple_peg_690										hypothetical protein	1
					Rple_peg_691										hypothetical protein	1
					Rple_peg_692										Various polyols ABC transporter, permease component 1	1
					Rple_peg_693										D-arabinitol 4-dehydrogenase (EC 1.1.1.11)	1
					Rple_peg_694										hypothetical protein	1
					Rple_peg_695										hypothetical protein	1
					Rple_peg_696										Transcriptional regulator of various polyols utilization, AraC family	1
					Rple_peg_697										Fructokinase (EC 2.7.1.4)	1
					Rple_peg_708										hypothetical protein	1
					Rple_peg_710										Thymidylate kinase (EC 2.7.4.9)	1
					Rple_peg_711										Thymidylate kinase (EC 2.7.4.9)	1
					Rple_peg_713										hypothetical protein	1
					Rple_peg_714										hypothetical protein	1
MS2017_0406	SP60_05805	Rmag_0277	Rpac_peg_413	Rpha_peg_1791		Rrec_peg_166	Rsou_peg_274	Vdia_peg_722	Vext_peg_711	COSY_0263	Vgig2_peg_554	Vsoy2_peg_492	Vgig1_peg_667	Vsoy1_peg_287	Ammonium transporter	14
					Rple_peg_715										hypothetical protein	1
					Rple_peg_716										hypothetical protein	1
					Rple_peg_717										hypothetical protein	1
					Rple_peg_719										hypothetical protein	1
					Rple_peg_728										COG2833: uncharacterized protein	1
					Rple_peg_1612										hypothetical protein	1
					Rple_peg_1616										hypothetical protein	1
					Rple_peg_1619										hypothetical protein	1
					Rple_peg_1625										hypothetical protein	1
					Rple_peg_1626										hypothetical protein	1
					Rple_peg_1627										33 kDa chaperonin (Heat shock protein 33) (HSP33)	1
					Rple_peg_1633										Acetate permease ActP (cation/acetate symporter)	1
					Rple_peg_1650										hypothetical protein	1
					Rple_peg_1334										Sulfate permease	1
					Rple_peg_1333										hypothetical protein	1
					Rple_peg_1332										hypothetical protein	1
					Rple_peg_1331										Sulfate permease	1
					Rple_peg_1328										hypothetical protein	1
					Rple_peg_1327										hypothetical protein	1
					Rple_peg_1318										hypothetical protein	1
					Rple_peg_1317										hypothetical protein	1
					Rple_peg_1314										hypothetical protein	1
					Rple_peg_1313										hypothetical protein	1
					Rple_peg_1312										tRNA dihydrouridine synthase A	1
					Rple_peg_1310										hypothetical protein	1
					Rple_peg_1302										hypothetical protein	1
					Rple_peg_1295										hypothetical protein	1
					Rple_peg_1283										hypothetical protein	1
					Rple_peg_1282										hypothetical protein	1
					Rple_peg_1281										hypothetical protein	1
					Rple_peg_1280										Hydroxylamine oxidoreductase (Fragment)	1
					Rple_peg_1262										hypothetical protein	1
					Rple_peg_1261										hypothetical protein	1
					Rple_peg_1260										hypothetical protein	1
					Rple_peg_1259										hypothetical protein	1
					Rple_peg_1258										hypothetical protein	1
					Rple_peg_1257										hemolysin-type calcium-binding region	1
					Rple_peg_1251										hypothetical protein	1
					Rple_peg_1250										Poly(A) polymerase (EC 2.7.7.19)	1
					Rple_peg_1249										Poly(A) polymerase (EC 2.7.7.19)	1
MS2017_R012	SP60_05985	Rmag_R0029	Rpac_rna_16	Rpha_rna_28	Rple_rna_13	Rrec_rna_6	Rsou_rna_34	Vdia_rna_11	Vext_rna_12	COSY_R0026	Vgig2_rna_23	Vsoy2_rna_1	Vgig1_rna_27	Vsoy1_rna_27	tRNA-Thr-GGT	15
					Rple_peg_1239										hypothetical protein	1
					Rple_peg_1223										conserved hypothetical protein	1
					Rple_peg_1216										Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	1
					Rple_peg_1204										hypothetical protein	1
					Rple_peg_1202										hypothetical protein	1
					Rple_peg_1196										hypothetical protein	1
					Rple_peg_1194										hypothetical protein	1
					Rple_peg_1183										hypothetical protein	1
					Rple_peg_1182										Isocitrate lyase (EC 4.1.3.1)	1
					Rple_peg_1181										hypothetical protein	1
	SP60_05840	Rmag_0283	Rpac_peg_424	Rpha_peg_1781	Rple_peg_167	Rrec_peg_159	Rsou_peg_283	Vdia_peg_714	Vext_peg_703	COSY_0269	Vgig2_peg_548	Vsoy2_peg_498	Vgig1_peg_661	Vsoy1_peg_293	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205)	14
					Rple_peg_1177										NnrS protein involved in response to NO	1
					Rple_peg_619										Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)	1
					Rple_peg_618										Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)	1
					Rple_peg_615										protease, putative	1
					Rple_peg_614										protease, putative	1
					Rple_peg_613										hypothetical protein	1
					Rple_peg_612										Outer membrane protein-like	1
					Rple_peg_611										hypothetical protein	1
					Rple_peg_610										Outer membrane protein-like	1
