	T_autotrophicus	B_thermophilus_symbiont	R_fausta	R_magnifica	R_pacifica	R_phaseoliformis	R_pliocardia	R_rectimargo	R_southwardae	V_diagonalis	V_extenta	V_gigas1	V_gigas2	V_marissinica	V_okutanii	V_soyoae1	V_soyoae2	Genome_Count	Gene	Function
OG0001228	SP60_08055		HUE58_RS02385			Rpha_peg_206	Rpli_peg_1194_pseudo	Rrec_peg_1203	Rsou_peg_109									6		Lactam utilization protein LamB
OG0001229			HUE58_RS03070_pseudo	Rmag_0630_pseudo		Rpha_peg_40_pseudo	Rpli_peg_511_pseudo	Rrec_peg_1353_pseudo	Rsou_peg_701_pseudo									6		Hypothetical protein
OG0001230	SP60_00720_pseudo		HUE58_RS01655_pseudo		Rpac_peg_1021_pseudo		Rpli_peg_1339_pseudo	Rrec_peg_1038_pseudo	Rsou_peg_321_pseudo									6		Hypothetical protein
OG0001231	SP60_06935		HUE58_RS01930		Rpac_peg_957	Rpha_peg_358		Rrec_peg_1103	Rsou_peg_1364_pseudo									6		Sulfide dehydrogenase [flavocytochrome C] flavoprotein chain precursor (EC 1.8.2.-)
OG0001232	SP60_06920_pseudo		HUE58_RS01955			Rpha_peg_352		Rrec_peg_1108	Rsou_peg_1352_pseudo, Rsou_peg_1353_pseudo									5		Cytochrome c4
OG0001233	SP60_05875		HUE58_RS00890_pseudo			Rpha_peg_1774_pseudo	Rpli_peg_174_pseudo	Rrec_peg_152_pseudo	Rsou_peg_290									6		Hypothetical protein
OG0001234			HUE58_RS05910		Rpac_peg_180	Rpha_peg_807, Rpha_peg_812		Rrec_peg_757	Rsou_peg_77									5		Hypothetical protein
OG0001235			HUE58_RS00630_pseudo			Rpha_peg_1100_pseudo, Rpha_peg_1951_pseudo	Rpli_peg_118	Rrec_peg_207_pseudo	Rsou_peg_1065									5		Conserved hypothetical protein
OG0001236			HUE58_RS03795_pseudo		Rpac_peg_470_pseudo	Rpha_peg_1715_pseudo		Rrec_peg_123_pseudo, Rrec_peg_1356, Rrec_peg_968_pseudo										4		Hypothetical protein
OG0001237			HUE58_RS00660_pseudo		Rpac_peg_376	Rpha_peg_1095_pseudo	Rpli_peg_123	Rrec_peg_202_pseudo	Rsou_peg_1070_pseudo									6		Hypothetical protein
OG0001238	SP60_05015, SP60_07700		HUE58_RS06505_pseudo			Rpha_peg_1283_pseudo		Rrec_peg_882_pseudo	Rsou_peg_236									5		Hypothetical protein
OG0001239			HUE58_RS03150_pseudo		Rpac_peg_1199_pseudo, Rpac_peg_1200_pseudo	Rpha_peg_2105_pseudo		Rrec_peg_1375_pseudo	Rsou_peg_828_pseudo									5	hsdR	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
OG0001240			HUE58_RS02905_pseudo		Rpac_peg_1258_pseudo	Rpha_peg_90_pseudo	Rpli_peg_546_pseudo	Rrec_peg_1318_pseudo	Rsou_peg_746									6	phzF	Phenazine biosynthesis protein PhzF
OG0001241	SP60_08180_pseudo				Rpac_peg_1382	Rpha_peg_230_pseudo, Rpha_peg_231_pseudo	Rpli_peg_1202_pseudo		Rsou_peg_83									5		Hypothetical protein
OG0001242					Rpac_peg_293_pseudo	Rpha_peg_2070_pseudo, Rpha_peg_2071_pseudo	Rpli_peg_357_pseudo		Rsou_peg_1109_pseudo, Rsou_peg_1110_pseudo									4		Hypothetical protein
OG0001243	SP60_01895				Rpac_peg_1350	Rpha_peg_182_pseudo, Rpha_peg_183_pseudo, Rpha_peg_184_pseudo			Rsou_peg_881_pseudo									4		Hypothetical protein
OG0001244					Rpac_peg_195_pseudo	Rpha_peg_1063	Rpli_peg_1554, Rpli_peg_1555_pseudo	Rrec_peg_736	Rsou_peg_479_pseudo									5		Hypothetical protein
OG0001245					Rpac_peg_605_pseudo	Rpha_peg_1502_pseudo, Rpha_peg_1503_pseudo	Rpli_peg_804_pseudo, Rpli_peg_805_pseudo		Rsou_peg_9_pseudo									4		Hypothetical protein
OG0001246						Rpha_peg_736_pseudo, Rpha_peg_737_pseudo	Rpli_peg_453, Rpli_peg_454	Rrec_peg_1413	Rsou_peg_130_pseudo									4		Hypothetical protein
OG0001247	SP60_06695					Rpha_peg_639_pseudo, Rpha_peg_640_pseudo	Rpli_peg_239_pseudo	Rrec_peg_1459_pseudo	Rsou_peg_214_pseudo									5		Hypothetical protein
OG0001248	SP60_05955					Rpha_peg_1575_pseudo	Rpli_peg_747, Rpli_peg_748_pseudo	Rrec_peg_350_pseudo	Rsou_peg_1803									5		Hypothetical protein
OG0001249						Rpha_peg_2148, Rpha_peg_2149	Rpli_peg_1445, Rpli_peg_1447	Rrec_peg_828	Rsou_peg_1678									4		Hypothetical protein
OG0001250	SP60_06975					Rpha_peg_720_pseudo, Rpha_peg_722_pseudo	Rpli_peg_448_pseudo	Rrec_peg_1416_pseudo	Rsou_peg_135_pseudo									5		Hypothetical protein
OG0001251	SP60_00585					Rpha_peg_416_pseudo, Rpha_peg_417_pseudo		Rrec_peg_1057	Rsou_peg_1426_pseudo, Rsou_peg_1427_pseudo									4		Hypothetical protein
OG0001252	SP60_01425					Rpha_peg_1694_pseudo, Rpha_peg_1695_pseudo, Rpha_peg_1696_pseudo, Rpha_peg_1698_pseudo	Rpli_peg_641_pseudo											3		Aldehyde dehydrogenase (EC 1.2.1.3)
OG0001253							Rpli_peg_143		Rsou_peg_1888	Vdia_peg_731	Vext_peg_720		Vgig2_peg_563	Vmar_0254				6		Hypothetical protein
OG0001254		MS2017_1695	HUE58_RS01885_pseudo		Rpac_peg_968_pseudo	Rpha_peg_379_pseudo		Rrec_peg_1085_pseudo										5		Hypothetical protein
OG0001255	SP60_06980	MS2017_0700				Rpha_peg_723	Rpli_peg_449		Rsou_peg_134									5	ilvI/ilvH	Acetolactate synthase large subunit (EC 2.2.1.6)
OG0001256	SP60_03325	MS2017_0746				Rpha_peg_337_pseudo, Rpha_peg_338_pseudo, Rpha_peg_340_pseudo												3		General secretion pathway protein D
OG0001257	SP60_03310_pseudo, SP60_03375_pseudo	MS2017_0750				Rpha_peg_811_pseudo			Rsou_peg_76									4		Hypothetical protein
OG0001258		MS2017_2062	HUE58_RS06150_pseudo		Rpac_peg_115_pseudo			Rrec_peg_808_pseudo, Rrec_peg_809										4		Gll1843 protein
OG0001259		MS2017_0444			Rpac_peg_451	Rpha_peg_1743		Rrec_peg_138	Rsou_peg_1917									5		Hypothetical protein
OG0001260	SP60_03990	MS2017_1591				Rpha_peg_1012_pseudo	Rpli_peg_1598_pseudo		Rsou_peg_1454_pseudo									5		Predicted exporter of the RND superfamily
OG0001261	SP60_06100	MS2017_0482				Rpha_peg_2022	Rpli_peg_393		Rsou_peg_1159									5		Hypothetical protein
OG0001262		MS2017_1723			Rpac_peg_604_pseudo	Rpha_peg_1504	Rpli_peg_803_pseudo		Rsou_peg_7									5		Hypothetical protein
OG0001263		MS2017_1325, MS2017_1337			Rpac_peg_1440_pseudo				Rsou_peg_384_pseudo, Rsou_peg_385_pseudo									3		Integrase
OG0001264		MS2017_0409_pseudo, MS2017_0810_pseudo			Rpac_peg_953	Rpha_peg_2121_pseudo			Rsou_peg_115_pseudo									4		Hypothetical protein
OG0001265		MS2017_1328			Rpac_peg_1197_pseudo	Rpha_peg_2103_pseudo		Rrec_peg_1376_pseudo	Rsou_peg_829_pseudo									5	hsdR	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
OG0001266	SP60_05105	MS2017_1919			Rpac_peg_26_pseudo	Rpha_peg_1968			Rsou_peg_944									5		Thioredoxin
OG0001267		MS2017_1870				Rpha_peg_1373_pseudo, Rpha_peg_1985		Rrec_peg_915	Rsou_peg_958									4		Hypothetical protein
OG0001268	SP60_06795	MS2017_0686, MS2017_1565														Vsoy1_peg_680_pseudo	Vsoy2_peg_880_pseudo	4		Hypothetical protein
OG0001269		MS2017_0806_pseudo	HUE58_RS01960_pseudo			Rpha_peg_2119_pseudo, Rpha_peg_329_pseudo			Rsou_peg_116_pseudo									4		Hypothetical protein
OG0001270		MS2017_0259				Rpha_peg_989_pseudo	Rpli_peg_1140_pseudo, Rpli_peg_1141_pseudo		Rsou_peg_513_pseudo									4		Hypothetical protein
OG0001271	SP60_07360_pseudo	MS2017_0938				Rpha_peg_1164_pseudo		Rrec_peg_1359_pseudo	Rsou_peg_810_pseudo									5		Hypothetical protein
OG0001272	SP60_06650	MS2017_1105_pseudo, MS2017_1107_pseudo				Rpha_peg_876_pseudo			Rsou_peg_390_pseudo									4		Cytochrome b
OG0001273	SP60_03165		HUE58_RS02330	Rmag_0519	Rpac_peg_1385			Rrec_peg_1190										5		Multiple antibiotic resistance (MarC)-related protein
OG0001274			HUE58_RS00675_pseudo			Rpha_peg_1092		Rrec_peg_199_pseudo	Rsou_peg_2051_pseudo, Rsou_peg_2084_pseudo									4		Hypothetical protein
OG0001275	SP60_05385		HUE58_RS03830_pseudo				Rpli_peg_32_pseudo	Rrec_peg_957_pseudo	Rsou_peg_1216_pseudo									5		Hypothetical protein
OG0001276			HUE58_RS00685			Rpha_peg_29_pseudo, Rpha_peg_30		Rrec_peg_196	Rsou_peg_1905_pseudo									4		Hypothetical protein
OG0001277	SP60_08050		HUE58_RS02390			Rpha_peg_205		Rrec_peg_1204	Rsou_peg_110									5		Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)
OG0001278			HUE58_RS01335_pseudo		Rpac_peg_540	Rpha_peg_548_pseudo	Rpli_peg_720_pseudo	Rrec_peg_58										5		Hypothetical protein
OG0001279			HUE58_RS02910_pseudo	Rmag_0603_pseudo		Rpha_peg_88_pseudo		Rrec_peg_1319_pseudo	Rsou_peg_744_pseudo									5		Hypothetical protein
OG0001280			HUE58_RS02775_pseudo		Rpac_peg_1284_pseudo		Rpli_peg_603_pseudo	Rrec_peg_1287_pseudo, Rrec_peg_1289_pseudo										4		Hypothetical protein
OG0001281			HUE58_RS01965			Rpha_peg_2120_pseudo, Rpha_peg_328		Rrec_peg_1109	Rsou_peg_2092_pseudo									4		Hypothetical protein
OG0001282			HUE58_RS00895_pseudo		Rpac_peg_433_pseudo	Rpha_peg_1773	Rpli_peg_175_pseudo	Rrec_peg_151_pseudo										5		Hypothetical protein
OG0001283			HUE58_RS01550_pseudo		Rpac_peg_1431_pseudo	Rpha_peg_484		Rrec_peg_1011_pseudo	Rsou_peg_648_pseudo									5		Hypothetical protein
OG0001284	SP60_00840_pseudo		HUE58_RS01555_pseudo		Rpac_peg_1430_pseudo			Rrec_peg_1012_pseudo	Rsou_peg_647_pseudo									5		Hypothetical protein
OG0001285			HUE58_RS00370_pseudo		Rpac_peg_316_pseudo			Rrec_peg_260_pseudo		Vdia_peg_260_pseudo	Vext_peg_255_pseudo							5		Hypothetical protein
OG0001286			HUE58_RS04120		Rpac_peg_585		Rpli_peg_779	Rrec_peg_376	Rsou_peg_987									5		Hypothetical protein
OG0001287			HUE58_RS04125			Rpha_peg_1530	Rpli_peg_780	Rrec_peg_377	Rsou_peg_986									5		Hypothetical protein
OG0001288			HUE58_RS05250_pseudo		Rpac_peg_804, Rpac_peg_805_pseudo			Rrec_peg_612_pseudo	Rsou_peg_419_pseudo									4		Hypothetical protein
OG0001289			HUE58_RS00640			Rpha_peg_1099_pseudo	Rpli_peg_119_pseudo	Rrec_peg_206	Rsou_peg_1066									5		Hypothetical protein
OG0001290	SP60_00645		HUE58_RS01715		Rpac_peg_1003	Rpha_peg_419_pseudo		Rrec_peg_1054										5		Hypothetical protein
OG0001291			HUE58_RS05595			Rpha_peg_988_pseudo	Rpli_peg_1139_pseudo	Rrec_peg_694	Rsou_peg_514_pseudo									5		Hypothetical protein
OG0001292			HUE58_RS02465_pseudo		Rpac_peg_1353_pseudo	Rpha_peg_186_pseudo		Rrec_peg_1219_pseudo	Rsou_peg_879_pseudo									5		Hypothetical protein
OG0001293	SP60_04880		HUE58_RS06465_pseudo		Rpac_peg_46		Rpli_peg_1399	Rrec_peg_875_pseudo										5		Hypothetical protein
OG0001294			HUE58_RS03320_pseudo			Rpha_peg_721_pseudo	Rpli_peg_447_pseudo	Rrec_peg_1417_pseudo	Rsou_peg_136_pseudo									5		Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)
OG0001295	SP60_02505			Rmag_0904		Rpha_peg_1440_pseudo	Rpli_peg_868_pseudo		Rsou_peg_454									5		Mannose-6-phosphate isomerase, type 2
OG0001296	SP60_07580			Rmag_0586_pseudo	Rpac_peg_1282_pseudo			Rrec_peg_1293_pseudo, Rrec_peg_1294_pseudo										4		Hypothetical protein
OG0001297				Rmag_0198_pseudo		Rpha_peg_1159, Rpha_peg_242, Rpha_peg_36	Rpli_peg_629_pseudo											3		Hypothetical protein
OG0001298				Rmag_0941_pseudo		Rpha_peg_1383_pseudo	Rpli_peg_926_pseudo, Rpli_peg_927_pseudo		Rsou_peg_1470									4		Alkylphosphonate utilization operon protein PhnA
OG0001299					Rpac_peg_182	Rpha_peg_815, Rpha_peg_816	Rpli_peg_1526		Rsou_peg_75									4		Hypothetical protein
OG0001300					Rpac_peg_580_pseudo, Rpac_peg_581_pseudo	Rpha_peg_1537_pseudo		Rrec_peg_372	Rsou_peg_993_pseudo									4		Hypothetical protein
OG0001301	SP60_00075_pseudo, SP60_00080_pseudo				Rpac_peg_1399	Rpha_peg_254			Rsou_peg_1825									4		Hypothetical protein
OG0001302	SP60_01900				Rpac_peg_1351_pseudo	Rpha_peg_185_pseudo		Rrec_peg_1221_pseudo	Rsou_peg_880_pseudo									5		Hypothetical protein
OG0001303					Rpac_peg_236_pseudo	Rpha_peg_994_pseudo	Rpli_peg_1609_pseudo, Rpli_peg_1610_pseudo		Rsou_peg_1430_pseudo									4		Hypothetical protein
OG0001304					Rpac_peg_640	Rpha_peg_1469_pseudo	Rpli_peg_841_pseudo, Rpli_peg_842_pseudo	Rrec_peg_433_pseudo										4		Hypothetical protein
OG0001305					Rpac_peg_110_pseudo	Rpha_peg_2129_pseudo	Rpli_peg_1465_pseudo			Vdia_peg_235_pseudo	Vext_peg_230_pseudo							5	mreB	Rod shape-determining protein MreB
OG0001306					Rpac_peg_1201_pseudo, Rpac_peg_1202_pseudo			Rrec_peg_1374_pseudo	Rsou_peg_826_pseudo, Rsou_peg_827_pseudo									3		Hypothetical protein
OG0001307						Rpha_peg_262_pseudo, Rpha_peg_263_pseudo	Rpli_peg_1216_pseudo		Rsou_peg_1185_pseudo, Rsou_peg_1186_pseudo									3	gltB	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
OG0001308						Rpha_peg_1904_pseudo, Rpha_peg_333_pseudo, Rpha_peg_744_pseudo, Rpha_peg_746_pseudo			Rsou_peg_124_pseudo									2		Rhs family protein
OG0001309						Rpha_peg_1907_pseudo, Rpha_peg_331_pseudo			Rsou_peg_121_pseudo, Rsou_peg_1537_pseudo, Rsou_peg_403_pseudo									2		Hypothetical protein
OG0001310	SP60_00935_pseudo, SP60_03290					Rpha_peg_1626_pseudo, Rpha_peg_1628_pseudo			Rsou_peg_570_pseudo									3		Hypothetical protein
OG0001311						Rpha_peg_825	Rpli_peg_1016_pseudo, Rpli_peg_1017_pseudo		Rsou_peg_448_pseudo, Rsou_peg_449_pseudo									3		Hypothetical protein that often co-occurs with aconitase
OG0001312	SP60_01420					Rpha_peg_1691_pseudo	Rpli_peg_643_pseudo, Rpli_peg_645_pseudo, Rpli_peg_646_pseudo											3		Transcriptional regulator, AraC family
OG0001313	SP60_00240	MS2017_1769				Rpha_peg_291_pseudo			Rsou_peg_1878_pseudo									4		Hypothetical protein
OG0001314		MS2017_0737				Rpha_peg_349, Rpha_peg_350_pseudo			Rsou_peg_1345_pseudo									3		Hypothetical protein
OG0001315	SP60_01310_pseudo, SP60_07555_pseudo, SP60_07595	MS2017_0434																2		Hypothetical protein
OG0001316	SP60_01340	MS2017_1583					Rpli_peg_659_pseudo		Rsou_peg_1316_pseudo									4		Hypothetical protein
OG0001317		MS2017_0195_pseudo, MS2017_2119_pseudo				Rpha_peg_552_pseudo	Rpli_peg_716											3		Hypothetical protein
OG0001318	SP60_06480	MS2017_0596					Rpli_peg_296	Rrec_peg_1500										4		Hypothetical protein
OG0001319		MS2017_1548	HUE58_RS04965_pseudo					Rrec_peg_557_pseudo	Rsou_peg_1755_pseudo									4		Hypothetical protein
OG0001320	SP60_03315	MS2017_0748				Rpha_peg_344_pseudo, Rpha_peg_345_pseudo												3		General secretion pathway protein F
OG0001321		MS2017_0749			Rpac_peg_563				Rsou_peg_2069_pseudo, Rsou_peg_2075_pseudo									3		Hypothetical protein
OG0001322	SP60_01570_pseudo	MS2017_1671_pseudo				Rpha_peg_1554			Rsou_peg_1560									4		Hypothetical protein
OG0001323	SP60_04370	MS2017_2100						Rrec_peg_783_pseudo	Rsou_peg_574									4		Hypothetical protein
OG0001324	SP60_00860	MS2017_1429				Rpha_peg_494_pseudo	Rpli_peg_1632_pseudo											4		FIG152265: Sodium:solute symporter associated protein
OG0001325	SP60_02000	MS2017_1275		Rmag_0887					Rsou_peg_1992									4		Sugar transferase
OG0001326		MS2017_0720				Rpha_peg_2089_pseudo			Rsou_peg_1981, Rsou_peg_248									3	hsdM	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)
OG0001327	SP60_01585_pseudo	MS2017_1673				Rpha_peg_1552_pseudo			Rsou_peg_1559_pseudo									4		Hypothetical protein
OG0001328	SP60_01590	MS2017_1676				Rpha_peg_1551			Rsou_peg_1557									4		NAD(FAD)-utilizing dehydrogenase
OG0001329	SP60_08140	MS2017_1087				Rpha_peg_222_pseudo			Rsou_peg_92									4		Hypothetical protein
OG0001330	SP60_03565_pseudo	MS2017_0136				Rpha_peg_857_pseudo			Rsou_peg_416_pseudo									4		Competence protein F homolog, phosphoribosyltransferase domain; protein YhgH required for utilization of DNA as sole source of carbon and energy
OG0001331	SP60_02300, SP60_02365	MS2017_1283							Rsou_peg_462									3		N-Acetylneuraminate cytidylyltransferase (EC 2.7.7.43)
OG0001332		MS2017_0258	HUE58_RS05590			Rpha_peg_987_pseudo		Rrec_peg_693										4		Hypothetical protein
OG0001333		MS2017_0260				Rpha_peg_991_pseudo	Rpli_peg_1142		Rsou_peg_1959_pseudo									4		Response regulator VCA0850
OG0001334		MS2017_0733	HUE58_RS03235	Rmag_0660				Rrec_peg_1394										4		Hypothetical protein
OG0001335		MS2017_0225	HUE58_RS01190_pseudo			Rpha_peg_1662		Rrec_peg_88_pseudo										4		Hypothetical protein
OG0001336	SP60_00705, SP60_00940	MS2017_0229_pseudo, MS2017_0310																2		Filamentation induced by cAMP protein Fic
OG0001337	SP60_04425_pseudo	MS2017_1887_pseudo, MS2017_1892_pseudo							Rsou_peg_1686_pseudo									3	insO	Mobile element protein
OG0001338			HUE58_RS02505			Rpha_peg_173	Rpli_peg_1176_pseudo	Rrec_peg_1228										4		Hypothetical protein
OG0001339			HUE58_RS06235_pseudo		Rpac_peg_95_pseudo		Rpli_peg_1449_pseudo	Rrec_peg_826_pseudo										4		Hypothetical protein
OG0001340			HUE58_RS00525_pseudo		Rpac_peg_354_pseudo			Rrec_peg_228_pseudo	Rsou_peg_1037									4		Hypothetical protein
OG0001341			HUE58_RS02325		Rpac_peg_1_pseudo	Rpha_peg_1714_pseudo		Rrec_peg_1189										4		Hypothetical protein
OG0001342			HUE58_RS03165_pseudo			Rpha_peg_2088_pseudo		Rrec_peg_1380_pseudo	Rsou_peg_840_pseudo									4	hsdM	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)
OG0001343			HUE58_RS00545_pseudo		Rpac_peg_358_pseudo			Rrec_peg_224_pseudo	Rsou_peg_1043_pseudo									4		Hypothetical protein
OG0001344			HUE58_RS01450		Rpac_peg_1454		Rpli_peg_1615_pseudo	Rrec_peg_987										4		Hypothetical protein
OG0001345			HUE58_RS02350_pseudo			Rpha_peg_217		Rrec_peg_1194_pseudo	Rsou_peg_97									4		Butyryl-CoA dehydrogenase (EC 1.3.99.2)
OG0001346			HUE58_RS05900			Rpha_peg_818			Rsou_peg_509, Rsou_peg_510									3		Hypothetical protein
OG0001347			HUE58_RS00330_pseudo		Rpac_peg_310_pseudo			Rrec_peg_268_pseudo, Rrec_peg_269										3		Hypothetical protein
OG0001348			HUE58_RS04230			Rpha_peg_1500_pseudo		Rrec_peg_399	Rsou_peg_12_pseudo									4		Hypothetical protein
OG0001349			HUE58_RS06560_pseudo				Rpli_peg_1381	Rrec_peg_892	Rsou_peg_934_pseudo									4		Hypothetical protein
OG0001350			HUE58_RS01950_pseudo			Rpha_peg_354		Rrec_peg_1107_pseudo	Rsou_peg_1359									4		Cytochrome c oxidase (B(O/a)3-type) chain II (EC 1.9.3.1)
OG0001351			HUE58_RS05525_pseudo		Rpac_peg_870_pseudo			Rrec_peg_680_pseudo	Rsou_peg_527_pseudo									4		COG0553: Superfamily II DNA/RNA helicases, SNF2 family
OG0001352	SP60_06655		HUE58_RS05345			Rpha_peg_877_pseudo		Rrec_peg_633_pseudo										4		Hypothetical protein
OG0001353			HUE58_RS01030			Rpha_peg_1712		Rrec_peg_118	Rsou_peg_607									4		Hypothetical protein
OG0001354			HUE58_RS05870					Rrec_peg_749		Vdia_peg_918_pseudo	Vext_peg_907_pseudo							4		DNA helicase IV
OG0001355			HUE58_RS02470_pseudo			Rpha_peg_181_pseudo		Rrec_peg_1222_pseudo	Rsou_peg_882_pseudo									4		Malate synthase G (EC 2.3.3.9)
OG0001356			HUE58_RS04095_pseudo			Rpha_peg_1541_pseudo	Rpli_peg_771_pseudo	Rrec_peg_370_pseudo										4		Hypothetical protein
OG0001357			HUE58_RS04110_pseudo				Rpli_peg_777	Rrec_peg_374	Rsou_peg_989_pseudo									4		Hypothetical protein
OG0001358			HUE58_RS04740			Rpha_peg_1371		Rrec_peg_509	Rsou_peg_1476									4		Hypothetical protein
OG0001359			HUE58_RS04430_pseudo		Rpac_peg_647_pseudo		Rpli_peg_849_pseudo	Rrec_peg_440_pseudo										4		Hypothetical protein
OG0001360			HUE58_RS05220		Rpac_peg_796		Rpli_peg_1044	Rrec_peg_605										4		HigA protein (antitoxin to HigB)
OG0001361			HUE58_RS03445_pseudo			Rpha_peg_660_pseudo		Rrec_peg_1447_pseudo	Rsou_peg_193_pseudo									4	narG	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)
OG0001362			HUE58_RS01690_pseudo		Rpac_peg_1017	Rpha_peg_1200_pseudo		Rrec_peg_1046_pseudo										4		Hypothetical protein
OG0001363			HUE58_RS04945					Rrec_peg_551								Vsoy1_peg_536	Vsoy2_peg_735_pseudo	4		Phage DNA replication protein
OG0001364			HUE58_RS06420			Rpha_peg_1932	Rpli_peg_1409	Rrec_peg_866										4		Hypothetical protein
OG0001365			HUE58_RS04445_pseudo		Rpac_peg_651	Rpha_peg_1454_pseudo		Rrec_peg_445_pseudo										4		Hypothetical protein
OG0001366			HUE58_RS04450_pseudo		Rpac_peg_652_pseudo			Rrec_peg_447_pseudo	Rsou_peg_61									4		Hypothetical protein
OG0001367			HUE58_RS04455_pseudo				Rpli_peg_856_pseudo	Rrec_peg_449_pseudo	Rsou_peg_62									4		Hypothetical protein
OG0001368			HUE58_RS05085_pseudo			Rpha_peg_823_pseudo	Rpli_peg_1015_pseudo	Rrec_peg_583_pseudo										4		Probable transmembrane protein
OG0001369	SP60_05940		HUE58_RS05575_pseudo		Rpac_peg_881_pseudo	Rpha_peg_975_pseudo												4		FIG137360: hypothetical protein
OG0001370			HUE58_RS03330_pseudo				Rpli_peg_443_pseudo	Rrec_peg_1419_pseudo	Rsou_peg_139_pseudo									4		Uncharacterized protein conserved in bacteria, NMA0228-like
OG0001371			HUE58_RS06555_pseudo		Rpac_peg_35_pseudo			Rrec_peg_891_pseudo	Rsou_peg_1771									4		Hypothetical protein
OG0001372			HUE58_RS00810_pseudo			Rpha_peg_1864_pseudo	Rpli_peg_151_pseudo	Rrec_peg_169_pseudo										4		Alanine dehydrogenase (EC 1.4.1.1)
OG0001373			HUE58_RS05385_pseudo			Rpha_peg_897_pseudo		Rrec_peg_647_pseudo	Rsou_peg_1583_pseudo									4		Hypothetical protein
OG0001374			HUE58_RS02925_pseudo			Rpha_peg_85		Rrec_peg_1322	Rsou_peg_741									4		YafQ toxin protein
OG0001375			HUE58_RS02930_pseudo		Rpac_peg_1255_pseudo	Rpha_peg_84_pseudo			Rsou_peg_740									4		Hypothetical protein
OG0001376	SP60_05930_pseudo		HUE58_RS00960_pseudo			Rpha_peg_1737_pseudo		Rrec_peg_136_pseudo										4		Hypothetical protein
OG0001377			HUE58_RS03335_pseudo			Rpha_peg_718_pseudo	Rpli_peg_442_pseudo		Rsou_peg_140_pseudo									4		Uncharacterized protein conserved in bacteria, NMA0228-like
OG0001378	SP60_02035, SP60_02280			Rmag_0890					Rsou_peg_2003_pseudo									3		Glycosyl transferase, group 1
OG0001379				Rmag_0460		Rpha_peg_375_pseudo	Rpli_peg_1290_pseudo		Rsou_peg_1388									4		Hypothetical protein
OG0001380				Rmag_0081_pseudo		Rpha_peg_2130_pseudo				Vdia_peg_236_pseudo	Vext_peg_231_pseudo							4	mreB	Rod shape-determining protein MreB
OG0001381				Rmag_0230_pseudo		Rpha_peg_2182_pseudo, Rpha_peg_2183_pseudo			Rsou_peg_1031_pseudo									3		Multicopper oxidase
OG0001382	SP60_02245			Rmag_0873_pseudo		Rpha_peg_1465			Rsou_peg_47									4		Phosphocholine cytidylyltransferase (EC 2.7.7.15) / Aspartate aminotransferase (EC 2.6.1.1)
OG0001383					Rpac_peg_946	Rpha_peg_321	Rpli_peg_1275		Rsou_peg_1842									4		Hypothetical protein
OG0001384					Rpac_peg_708_pseudo	Rpha_peg_1386_pseudo	Rpli_peg_924_pseudo		Rsou_peg_1467_pseudo									4		Hypothetical protein
OG0001385					Rpac_peg_911	Rpha_peg_292, Rpha_peg_293_pseudo			Rsou_peg_1877_pseudo									3		Hypothetical protein
OG0001386					Rpac_peg_94_pseudo	Rpha_peg_2146_pseudo	Rpli_peg_1448_pseudo		Rsou_peg_1676									4		Hypothetical protein
OG0001387					Rpac_peg_763	Rpha_peg_1304_pseudo	Rpli_peg_999_pseudo		Rsou_peg_1749									4		Hypothetical protein
OG0001388					Rpac_peg_802	Rpha_peg_850	Rpli_peg_1050		Rsou_peg_422									4		Hypothetical protein
OG0001389					Rpac_peg_409_pseudo	Rpha_peg_1863_pseudo	Rpli_peg_152_pseudo	Rrec_peg_168_pseudo										4		Hypothetical protein
OG0001390	SP60_02185_pseudo				Rpac_peg_607_pseudo		Rpli_peg_807_pseudo		Rsou_peg_13									4		Hypothetical protein
OG0001391					Rpac_peg_1122_pseudo	Rpha_peg_620	Rpli_peg_261_pseudo		Rsou_peg_230									4		Bacterioferritin
OG0001392					Rpac_peg_1171	Rpha_peg_738	Rpli_peg_455_pseudo	Rrec_peg_1412										4		Hypothetical protein
OG0001393						Rpha_peg_1007_pseudo, Rpha_peg_1008_pseudo	Rpli_peg_1601		Rsou_peg_1447									3	pstS	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)
OG0001394						Rpha_peg_1091			Rsou_peg_1909_pseudo, Rsou_peg_2052_pseudo, Rsou_peg_2083_pseudo									2		Hypothetical protein
OG0001395	SP60_05950					Rpha_peg_1574_pseudo	Rpli_peg_749_pseudo		Rsou_peg_1804									4		Hypothetical protein
OG0001396						Rpha_peg_2151, Rpha_peg_2152		Rrec_peg_829	Rsou_peg_1679									3		Hypothetical protein
OG0001397						Rpha_peg_1315_pseudo	Rpli_peg_994_pseudo, Rpli_peg_995	Rrec_peg_552										3		ThiJ/PfpI family protein
OG0001398						Rpha_peg_1300_pseudo, Rpha_peg_327_pseudo	Rpli_peg_788_pseudo		Rsou_peg_291_pseudo									3		Hypothetical protein
