	SUP05	Bathy	R.magnifica	R.fausta	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.soyoae1	V.soyoae2	V.gigas1	V.gigas2	V.okutanii	V.marissinica
722	SP60_06335	MS2017_0550	Rmag_0770	HUE58_RS00280	Rpac_peg_298	Rpha_peg_2081	Rpli_peg_345	Rrec_peg_280	Rsou_peg_1100	Vdia_peg_249	Vext_peg_244	Vsoy1_peg_747	Vsoy2_peg_947	Vgig1_peg_209	Vgig2_peg_98	COSY_0707	Vmar_0722
723	SP60_06340	MS2017_0551	Rmag_0769	HUE58_RS00285	Rpac_peg_299	Rpha_peg_2082	Rpli_peg_344	Rrec_peg_279	Rsou_peg_1099	Vdia_peg_250	Vext_peg_245	Vsoy1_peg_746	Vsoy2_peg_946	Vgig1_peg_210	Vgig2_peg_99	COSY_0706	Vmar_0721
725	SP60_06350	MS2017_0555	Rmag_0767	HUE58_RS00295	Rpac_peg_301	Rpha_peg_2084	Rpli_peg_341	Rrec_peg_277	Rsou_peg_1097	Vdia_peg_251	Vext_peg_246	Vsoy1_peg_745	Vsoy2_peg_945	Vgig1_peg_211	Vgig2_peg_100	COSY_0705	Vmar_0720
727	SP60_06360	MS2017_0571	Rmag_0765	HUE58_RS00335	Rpac_peg_311	Rpha_peg_2108	Rpli_peg_332	Rrec_peg_267	Rsou_peg_1083	Vdia_peg_255	Vext_peg_250	Vsoy1_peg_743	Vsoy2_peg_943	Vgig1_peg_213	Vgig2_peg_102	COSY_0703	Vmar_0718
729	SP60_06370	MS2017_0573	Rmag_0763	HUE58_RS00345	Rpac_peg_313	Rpha_peg_2110	Rpli_peg_330	Rrec_peg_265	Rsou_peg_1081	Vdia_peg_256	Vext_peg_251	Vsoy1_peg_742	Vsoy2_peg_942	Vgig1_peg_215	Vgig2_peg_103	COSY_0702	Vmar_0716
732	SP60_06390	MS2017_0577	Rmag_0759	HUE58_RS00385	Rpac_peg_320	Rpha_peg_2115	Rpli_peg_325	Rrec_peg_256	Rsou_peg_1077	Vdia_peg_261	Vext_peg_256	Vsoy1_peg_740	Vsoy2_peg_940	Vgig1_peg_220	Vgig2_peg_108	COSY_0701	Vmar_0714
733	SP60_06395	MS2017_0578	Rmag_0758	HUE58_RS00390	Rpac_peg_321	Rpha_peg_2116	Rpli_peg_324	Rrec_peg_255	Rsou_peg_1076	Vdia_peg_262	Vext_peg_257	Vsoy1_peg_739	Vsoy2_peg_939	Vgig1_peg_221	Vgig2_peg_109	COSY_0700	Vmar_0713
734	SP60_06400	MS2017_0579	Rmag_0757	HUE58_RS00395	Rpac_peg_322	Rpha_peg_2117	Rpli_peg_323	Rrec_peg_254	Rsou_peg_1075	Vdia_peg_263	Vext_peg_258	Vsoy1_peg_738	Vsoy2_peg_938	Vgig1_peg_222	Vgig2_peg_110	COSY_0699	Vmar_0712
735	SP60_06405	MS2017_0580	Rmag_0756	HUE58_RS00400	Rpac_peg_323	Rpha_peg_2118	Rpli_peg_322	Rrec_peg_253	Rsou_peg_1074	Vdia_peg_264	Vext_peg_259	Vsoy1_peg_737	Vsoy2_peg_937	Vgig1_peg_223	Vgig2_peg_111	COSY_0698	Vmar_0711
736	SP60_06410	MS2017_0581	Rmag_0755	HUE58_RS03745	Rpac_peg_1075	Rpha_peg_569	Rpli_peg_315	Rrec_peg_1514	Rsou_peg_698	Vdia_peg_265	Vext_peg_260	Vsoy1_peg_736	Vsoy2_peg_936	Vgig1_peg_224	Vgig2_peg_112	COSY_0697	Vmar_0710
742	SP60_06445	MS2017_0587	Rmag_0749	HUE58_RS03710	Rpac_peg_1082	Rpha_peg_576	Rpli_peg_305	Rrec_peg_1507	Rsou_peg_691	Vdia_peg_268	Vext_peg_263	Vsoy1_peg_732	Vsoy2_peg_932	Vgig1_peg_228	Vgig2_peg_116	COSY_0693	Vmar_0707
744	SP60_06455	MS2017_0589	Rmag_0747	HUE58_RS03700	Rpac_peg_1084	Rpha_peg_578	Rpli_peg_303	Rrec_peg_1505	Rsou_peg_689	Vdia_peg_270	Vext_peg_265	Vsoy1_peg_730	Vsoy2_peg_930	Vgig1_peg_230	Vgig2_peg_118	COSY_0691	Vmar_0705
746	SP60_06470	MS2017_0594	Rmag_0745	HUE58_RS03680	Rpac_peg_1087	Rpha_peg_580	Rpli_peg_300	Rrec_peg_1503	Rsou_peg_687	Vdia_peg_272	Vext_peg_267	Vsoy1_peg_729	Vsoy2_peg_929	Vgig1_peg_231	Vgig2_peg_119	COSY_0690	Vmar_0704
747	SP60_06475	MS2017_0595	Rmag_0744	HUE58_RS03670	Rpac_peg_1088	Rpha_peg_581	Rpli_peg_297	Rrec_peg_1501	Rsou_peg_686	Vdia_peg_273	Vext_peg_268	Vsoy1_peg_728	Vsoy2_peg_928	Vgig1_peg_232	Vgig2_peg_120	COSY_0689	Vmar_0703
748	SP60_06485	MS2017_0597	Rmag_0743	HUE58_RS03665	Rpac_peg_1089	Rpha_peg_582	Rpli_peg_295	Rrec_peg_1499	Rsou_peg_685	Vdia_peg_274	Vext_peg_269	Vsoy1_peg_727	Vsoy2_peg_927	Vgig1_peg_233	Vgig2_peg_121	COSY_0688	Vmar_0702
751	SP60_06500	MS2017_0600	Rmag_0741	HUE58_RS03650	Rpac_peg_1092	Rpha_peg_585	Rpli_peg_292	Rrec_peg_1496	Rsou_peg_682	Vdia_peg_277	Vext_peg_271	Vsoy1_peg_725	Vsoy2_peg_925	Vgig1_peg_236	Vgig2_peg_124	COSY_0686	Vmar_0699
752	SP60_06505	MS2017_0601	Rmag_0740	HUE58_RS03645	Rpac_peg_1093	Rpha_peg_586	Rpli_peg_291	Rrec_peg_1495	Rsou_peg_681	Vdia_peg_278	Vext_peg_272	Vsoy1_peg_724	Vsoy2_peg_924	Vgig1_peg_237	Vgig2_peg_125	COSY_0685	Vmar_0698
753	SP60_06515	MS2017_0602	Rmag_0739	HUE58_RS03640	Rpac_peg_1094	Rpha_peg_588	Rpli_peg_289	Rrec_peg_1494	Rsou_peg_679	Vdia_peg_279	Vext_peg_273	Vsoy1_peg_723	Vsoy2_peg_923	Vgig1_peg_238	Vgig2_peg_126	COSY_0684	Vmar_0697
754	SP60_06520	MS2017_0603	Rmag_0738	HUE58_RS03635	Rpac_peg_1095	Rpha_peg_589	Rpli_peg_288	Rrec_peg_1493	Rsou_peg_678	Vdia_peg_280	Vext_peg_274	Vsoy1_peg_722	Vsoy2_peg_922	Vgig1_peg_239	Vgig2_peg_127	COSY_0683	Vmar_0696
756	SP60_06530	MS2017_0613	Rmag_0736	HUE58_RS03625	Rpac_peg_1097	Rpha_peg_591	Rpli_peg_286	Rrec_peg_1491	Rsou_peg_676	Vdia_peg_282	Vext_peg_276	Vsoy1_peg_720	Vsoy2_peg_920	Vgig1_peg_241	Vgig2_peg_129	COSY_0681	Vmar_0694
757	SP60_06540	MS2017_0616	Rmag_0733	HUE58_RS03610	Rpac_peg_1100	Rpha_peg_594	Rpli_peg_283	Rrec_peg_1488	Rsou_peg_673	Vdia_peg_285	Vext_peg_279	Vsoy1_peg_717	Vsoy2_peg_917	Vgig1_peg_244	Vgig2_peg_132	COSY_0678	Vmar_0690
758	SP60_06545	MS2017_0617	Rmag_0732	HUE58_RS03605	Rpac_peg_1101	Rpha_peg_595	Rpli_peg_282	Rrec_peg_1487	Rsou_peg_672	Vdia_peg_286	Vext_peg_280	Vsoy1_peg_716	Vsoy2_peg_916	Vgig1_peg_245	Vgig2_peg_133	COSY_0677	Vmar_0689
759	SP60_06550	MS2017_0618	Rmag_0731	HUE58_RS03600	Rpac_peg_1102	Rpha_peg_596	Rpli_peg_281	Rrec_peg_1486	Rsou_peg_671	Vdia_peg_287	Vext_peg_281	Vsoy1_peg_715	Vsoy2_peg_915	Vgig1_peg_246	Vgig2_peg_134	COSY_0676	Vmar_0688
760	SP60_06555	MS2017_0619	Rmag_0730	HUE58_RS03595	Rpac_peg_1103	Rpha_peg_597	Rpli_peg_280	Rrec_peg_1485	Rsou_peg_670	Vdia_peg_288	Vext_peg_282	Vsoy1_peg_714	Vsoy2_peg_914	Vgig1_peg_247	Vgig2_peg_135	COSY_0675	Vmar_0687
766	SP60_06600	MS2017_0627	Rmag_0721	HUE58_RS03550	Rpac_peg_1112	Rpha_peg_607	Rpli_peg_270	Rrec_peg_1476	Rsou_peg_660	Vdia_peg_298	Vext_peg_290	Vsoy1_peg_707	Vsoy2_peg_908	Vgig1_peg_253	Vgig2_peg_141	COSY_0669	Vmar_0680
769	SP60_06620	MS2017_0630	Rmag_0717	HUE58_RS03530	Rpac_peg_1118	Rpha_peg_611	Rpli_peg_266	Rrec_peg_1472	Rsou_peg_655	Vdia_peg_301	Vext_peg_293	Vsoy1_peg_703	Vsoy2_peg_903	Vgig1_peg_256	Vgig2_peg_144	COSY_0666	Vmar_0676
772	SP60_06635	MS2017_0637	Rmag_0714	HUE58_RS03515	Rpac_peg_1120	Rpha_peg_614	Rpli_peg_263	Rrec_peg_1468	Rsou_peg_652	Vdia_peg_303	Vext_peg_295	Vsoy1_peg_701	Vsoy2_peg_901	Vgig1_peg_258	Vgig2_peg_146	COSY_0664	Vmar_0673
775	SP60_06685	MS2017_0640	Rmag_0704	HUE58_RS03490	Rpac_peg_1128	Rpha_peg_635	Rpli_peg_244	Rrec_peg_1461	Rsou_peg_216	Vdia_peg_313	Vext_peg_305	Vsoy1_peg_692	Vsoy2_peg_892	Vgig1_peg_267	Vgig2_peg_155	COSY_0655	Vmar_0664
776	SP60_06710	MS2017_0661	Rmag_0700	HUE58_RS03475	Rpac_peg_1135	Rpha_peg_643	Rpli_peg_231	Rrec_peg_1456	Rsou_peg_211	Vdia_peg_316	Vext_peg_308	Vsoy1_peg_689	Vsoy2_peg_889	Vgig1_peg_270	Vgig2_peg_158	COSY_0652	Vmar_0661
779	SP60_06760	MS2017_0672	Rmag_0698	HUE58_RS03460	Rpac_peg_1138	Rpha_peg_646	Rpli_peg_228	Rrec_peg_1453	Rsou_peg_208	Vdia_peg_319	Vext_peg_311	Vsoy1_peg_686	Vsoy2_peg_886	Vgig1_peg_273	Vgig2_peg_161	COSY_0650	Vmar_0658
783	SP60_06800	MS2017_1563	Rmag_0694	HUE58_RS03435	Rpac_peg_1148	Rpha_peg_675	Rpli_peg_221	Rrec_peg_1440	Rsou_peg_181	Vdia_peg_325	Vext_peg_317	Vsoy1_peg_679	Vsoy2_peg_879	Vgig1_peg_279	Vgig2_peg_167	COSY_0644	Vmar_0652
784	SP60_06805	MS2017_1562	Rmag_0693	HUE58_RS03430	Rpac_peg_1149	Rpha_peg_676	Rpli_peg_220	Rrec_peg_1439	Rsou_peg_180	Vdia_peg_326	Vext_peg_318	Vsoy1_peg_678	Vsoy2_peg_878	Vgig1_peg_280	Vgig2_peg_168	COSY_0643	Vmar_0651
785	SP60_06810	MS2017_1561	Rmag_0692	HUE58_RS03425	Rpac_peg_1150	Rpha_peg_677	Rpli_peg_219	Rrec_peg_1438	Rsou_peg_179	Vdia_peg_327	Vext_peg_319	Vsoy1_peg_677	Vsoy2_peg_877	Vgig1_peg_281	Vgig2_peg_169	COSY_0642	Vmar_0650
786	SP60_06815	MS2017_0673	Rmag_0691	HUE58_RS03420	Rpac_peg_1151	Rpha_peg_678	Rpli_peg_218	Rrec_peg_1437	Rsou_peg_178	Vdia_peg_328	Vext_peg_320	Vsoy1_peg_676	Vsoy2_peg_876	Vgig1_peg_282	Vgig2_peg_170	COSY_0641	Vmar_0649
787	SP60_06820	MS2017_0675	Rmag_0690	HUE58_RS03415	Rpac_peg_1152	Rpha_peg_679	Rpli_peg_217	Rrec_peg_1436	Rsou_peg_177	Vdia_peg_329	Vext_peg_321	Vsoy1_peg_675	Vsoy2_peg_875	Vgig1_peg_283	Vgig2_peg_171	COSY_0640	Vmar_0648
789	SP60_06845	MS2017_0687	Rmag_0684	HUE58_RS03385	Rpac_peg_1158	Rpha_peg_695	Rpli_peg_421	Rrec_peg_1430	Rsou_peg_171	Vdia_peg_335	Vext_peg_327	Vsoy1_peg_670	Vsoy2_peg_870	Vgig1_peg_288	Vgig2_peg_176	COSY_0635	Vmar_0643
790	SP60_06850	MS2017_0688	Rmag_0683	HUE58_RS03380	Rpac_peg_1159	Rpha_peg_696	Rpli_peg_422	Rrec_peg_1429	Rsou_peg_170	Vdia_peg_336	Vext_peg_328	Vsoy1_peg_669	Vsoy2_peg_869	Vgig1_peg_289	Vgig2_peg_177	COSY_0634	Vmar_0642
793	SP60_06955	MS2017_0691	Rmag_0680	HUE58_RS03365	Rpac_peg_1162	Rpha_peg_700	Rpli_peg_425	Rrec_peg_1426	Rsou_peg_166	Vdia_peg_338	Vext_peg_330	Vsoy1_peg_667	Vsoy2_peg_867	Vgig1_peg_291	Vgig2_peg_179	COSY_0632	Vmar_0640
794	SP60_06960	MS2017_0692	Rmag_0679	HUE58_RS03360	Rpac_peg_1164	Rpha_peg_701	Rpli_peg_426	Rrec_peg_1425	Rsou_peg_165	Vdia_peg_339	Vext_peg_331	Vsoy1_peg_666	Vsoy2_peg_866	Vgig1_peg_292	Vgig2_peg_180	COSY_0631	Vmar_0639
795	SP60_06965	MS2017_0693	Rmag_0678	HUE58_RS03355	Rpac_peg_1165	Rpha_peg_702	Rpli_peg_427	Rrec_peg_1424	Rsou_peg_164	Vdia_peg_340	Vext_peg_332	Vsoy1_peg_665	Vsoy2_peg_865	Vgig1_peg_293	Vgig2_peg_181	COSY_0630	Vmar_0638
796	SP60_06970	MS2017_0694	Rmag_0677	HUE58_RS03350	Rpac_peg_1166	Rpha_peg_703	Rpli_peg_428	Rrec_peg_1423	Rsou_peg_163	Vdia_peg_341	Vext_peg_333	Vsoy1_peg_664	Vsoy2_peg_864	Vgig1_peg_294	Vgig2_peg_182	COSY_0629	Vmar_0637
798	SP60_06990	MS2017_0702	Rmag_0676	HUE58_RS03315	Rpac_peg_1169	Rpha_peg_725	Rpli_peg_451	Rrec_peg_1415	Rsou_peg_132	Vdia_peg_349	Vext_peg_340	Vsoy1_peg_657	Vsoy2_peg_857	Vgig1_peg_303	Vgig2_peg_190	COSY_0622	Vmar_0630
799	SP60_06995	MS2017_0703	Rmag_0674	HUE58_RS03310	Rpac_peg_1170	Rpha_peg_735	Rpli_peg_452	Rrec_peg_1414	Rsou_peg_131	Vdia_peg_350	Vext_peg_341	Vsoy1_peg_656	Vsoy2_peg_856	Vgig1_peg_304	Vgig2_peg_191	COSY_0621	Vmar_0629
800	SP60_07005	MS2017_0709	Rmag_0673	HUE58_RS03305	Rpac_peg_1172	Rpha_peg_739	Rpli_peg_456	Rrec_peg_1410	Rsou_peg_129	Vdia_peg_352	Vext_peg_342	Vsoy1_peg_655	Vsoy2_peg_855	Vgig1_peg_305	Vgig2_peg_192	COSY_0620	Vmar_0628
801	SP60_07010	MS2017_0710	Rmag_0672	HUE58_RS03300	Rpac_peg_1173	Rpha_peg_740	Rpli_peg_457	Rrec_peg_1409	Rsou_peg_128	Vdia_peg_353	Vext_peg_343	Vsoy1_peg_654	Vsoy2_peg_854	Vgig1_peg_306	Vgig2_peg_193	COSY_0619	Vmar_0627
802	SP60_07015	MS2017_0711	Rmag_0671	HUE58_RS03295	Rpac_peg_1174	Rpha_peg_741	Rpli_peg_458	Rrec_peg_1408	Rsou_peg_127	Vdia_peg_354	Vext_peg_344	Vsoy1_peg_653	Vsoy2_peg_853	Vgig1_peg_307	Vgig2_peg_194	COSY_0618	Vmar_0626
805	SP60_07035	MS2017_0714	Rmag_0669	HUE58_RS03280	Rpac_peg_1177	Rpha_peg_1296	Rpli_peg_465	Rrec_peg_1404	Rsou_peg_861	Vdia_peg_358	Vext_peg_348	Vsoy1_peg_649	Vsoy2_peg_849	Vgig1_peg_311	Vgig2_peg_198	COSY_0614	Vmar_0622
806	SP60_07040	MS2017_0715	Rmag_0668	HUE58_RS03275	Rpac_peg_1178	Rpha_peg_1295	Rpli_peg_466	Rrec_peg_1403	Rsou_peg_860	Vdia_peg_359	Vext_peg_349	Vsoy1_peg_648	Vsoy2_peg_848	Vgig1_peg_312	Vgig2_peg_199	COSY_0613	Vmar_0621
807	SP60_07045	MS2017_0716	Rmag_0667	HUE58_RS03270	Rpac_peg_1179	Rpha_peg_1293	Rpli_peg_467	Rrec_peg_1402	Rsou_peg_859	Vdia_peg_361	Vext_peg_350	Vsoy1_peg_647	Vsoy2_peg_847	Vgig1_peg_313	Vgig2_peg_200	COSY_0612	Vmar_0620
808	SP60_07050	MS2017_0717	Rmag_0666	HUE58_RS03265	Rpac_peg_1180	Rpha_peg_1292	Rpli_peg_468	Rrec_peg_1401	Rsou_peg_858	Vdia_peg_362	Vext_peg_351	Vsoy1_peg_646	Vsoy2_peg_846	Vgig1_peg_314	Vgig2_peg_201	COSY_0611	Vmar_0619
809	SP60_07055	MS2017_0718	Rmag_0665	HUE58_RS03260	Rpac_peg_1181	Rpha_peg_1291	Rpli_peg_469	Rrec_peg_1400	Rsou_peg_857	Vdia_peg_363	Vext_peg_352	Vsoy1_peg_645	Vsoy2_peg_845	Vgig1_peg_315	Vgig2_peg_202	COSY_0610	Vmar_0618
811	SP60_07070	MS2017_0731	Rmag_0662	HUE58_RS03245	Rpac_peg_1183	Rpha_peg_1288	Rpli_peg_472	Rrec_peg_1396	Rsou_peg_854	Vdia_peg_366	Vext_peg_355	Vsoy1_peg_643	Vsoy2_peg_843	Vgig1_peg_317	Vgig2_peg_204	COSY_0608	Vmar_0615
812	SP60_07075	MS2017_0732	Rmag_0661	HUE58_RS03240	Rpac_peg_1184	Rpha_peg_1287	Rpli_peg_473	Rrec_peg_1395	Rsou_peg_853	Vdia_peg_367	Vext_peg_356	Vsoy1_peg_642	Vsoy2_peg_842	Vgig1_peg_318	Vgig2_peg_205	COSY_0607	Vmar_0614
813	SP60_07080	MS2017_0734	Rmag_0659	HUE58_RS03230	Rpac_peg_1185	Rpha_peg_1286	Rpli_peg_474	Rrec_peg_1393	Rsou_peg_852	Vdia_peg_368	Vext_peg_357	Vsoy1_peg_641	Vsoy2_peg_841	Vgig1_peg_319	Vgig2_peg_206	COSY_0606	Vmar_0613
816	SP60_07095	MS2017_R015	Rmag_R0026	HUE58_RS03215	Rpac_rna_30	Rpha_rna_22	Rpli_rna_5	Rrec_rna_40	Rsou_rna_17	Vdia_rna_13	Vext_rna_14	Vsoy1_rna_26	Vsoy2_rna_37	Vgig1_rna_11	Vgig2_rna_7	COSY_R0024	Vmar_R0025
817	SP60_07100	MS2017_R016	Rmag_R0025	HUE58_RS03210	Rpac_rna_31	Rpha_rna_21	Rpli_rna_6	Rrec_rna_39	Rsou_rna_16	Vdia_rna_14	Vext_rna_15	Vsoy1_rna_25	Vsoy2_rna_36	Vgig1_rna_12	Vgig2_rna_8	COSY_R0023	Vmar_R0024
818	SP60_07105	MS2017_0755	Rmag_0656	HUE58_RS03205	Rpac_peg_1188	Rpha_peg_1190	Rpli_peg_477	Rrec_peg_1390	Rsou_peg_849	Vdia_peg_371	Vext_peg_360	Vsoy1_peg_638	Vsoy2_peg_838	Vgig1_peg_322	Vgig2_peg_209	COSY_0601	Vmar_0610
819	SP60_07125	MS2017_0756	Rmag_0654	HUE58_RS03195	Rpac_peg_1189	Rpha_peg_1184	Rpli_peg_483	Rrec_peg_1386	Rsou_peg_846	Vdia_peg_372	Vext_peg_361	Vsoy1_peg_637	Vsoy2_peg_837	Vgig1_peg_323	Vgig2_peg_210	COSY_0600	Vmar_0609
821	SP60_07135	MS2017_0758	Rmag_0652	HUE58_RS03185	Rpac_peg_1191	Rpha_peg_1182	Rpli_peg_485	Rrec_peg_1384	Rsou_peg_844	Vdia_peg_375	Vext_peg_363	Vsoy1_peg_634	Vsoy2_peg_834	Vgig1_peg_327	Vgig2_peg_213	COSY_0599	Vmar_0606
822	SP60_07140	MS2017_0760	Rmag_0651	HUE58_RS03180	Rpac_peg_1192	Rpha_peg_1181	Rpli_peg_486	Rrec_peg_1383	Rsou_peg_843	Vdia_peg_376	Vext_peg_364	Vsoy1_peg_633	Vsoy2_peg_833	Vgig1_peg_328	Vgig2_peg_214	COSY_0598	Vmar_0605
823	SP60_07150	MS2017_0761	Rmag_0649	HUE58_RS03170	Rpac_peg_1194	Rpha_peg_1179	Rpli_peg_488	Rrec_peg_1381	Rsou_peg_841	Vdia_peg_379	Vext_peg_367	Vsoy1_peg_631	Vsoy2_peg_831	Vgig1_peg_330	Vgig2_peg_216	COSY_0596	Vmar_0602
824	SP60_07155	MS2017_0764	Rmag_0648	HUE58_RS03145	Rpac_peg_1203	Rpha_peg_1178	Rpli_peg_489	Rrec_peg_1372	Rsou_peg_824	Vdia_peg_380	Vext_peg_368	Vsoy1_peg_630	Vsoy2_peg_830	Vgig1_peg_331	Vgig2_peg_217	COSY_0595	Vmar_0601
826	SP60_07165	MS2017_0767	Rmag_0645	HUE58_RS03130	Rpac_peg_1205	Rpha_peg_1175	Rpli_peg_492	Rrec_peg_1369	Rsou_peg_821	Vdia_peg_383	Vext_peg_371	Vsoy1_peg_627	Vsoy2_peg_827	Vgig1_peg_334	Vgig2_peg_220	COSY_0592	Vmar_0598
827	SP60_07170	MS2017_0768	Rmag_0643	HUE58_RS03120	Rpac_peg_1207	Rpha_peg_1173	Rpli_peg_494	Rrec_peg_1367	Rsou_peg_819	Vdia_peg_385	Vext_peg_373	Vsoy1_peg_626	Vsoy2_peg_826	Vgig1_peg_336	Vgig2_peg_222	COSY_0591	Vmar_0597
828	SP60_07175	MS2017_0769	Rmag_0642	HUE58_RS03115	Rpac_peg_1208	Rpha_peg_1172	Rpli_peg_495	Rrec_peg_1366	Rsou_peg_818	Vdia_peg_386	Vext_peg_374	Vsoy1_peg_625	Vsoy2_peg_825	Vgig1_peg_337	Vgig2_peg_223	COSY_0590	Vmar_0596
830	SP60_07185	MS2017_0771	Rmag_0640	HUE58_RS03105	Rpac_peg_1210	Rpha_peg_1170	Rpli_peg_497	Rrec_peg_1364	Rsou_peg_816	Vdia_peg_387	Vext_peg_375	Vsoy1_peg_623	Vsoy2_peg_823	Vgig1_peg_339	Vgig2_peg_225	COSY_0588	Vmar_0594
834	SP60_07210	MS2017_1150	Rmag_0635	HUE58_RS03095	Rpac_peg_1217	Rpha_peg_1165	Rpli_peg_502	Rrec_peg_1360	Rsou_peg_811	Vdia_peg_389	Vext_peg_377	Vsoy1_peg_621	Vsoy2_peg_821	Vgig1_peg_341	Vgig2_peg_227	COSY_0586	Vmar_0592
835	SP60_07220	MS2017_0906	Rmag_0632	HUE58_RS03080	Rpac_peg_1223	Rpha_peg_38	Rpli_peg_508	Rrec_peg_1355	Rsou_peg_699	Vdia_peg_390	Vext_peg_378	Vsoy1_peg_620	Vsoy2_peg_820	Vgig1_peg_343	Vgig2_peg_228	COSY_0584	Vmar_0591
838	SP60_07260	MS2017_0919	Rmag_0628	HUE58_RS03050	Rpac_peg_1228	Rpha_peg_48	Rpli_peg_517	Rrec_peg_1350	Rsou_peg_708	Vdia_peg_394	Vext_peg_382	Vsoy1_peg_616	Vsoy2_peg_816	Vgig1_peg_347	Vgig2_peg_232	COSY_0581	Vmar_0586
839	SP60_07265	MS2017_0921	Rmag_0626	HUE58_RS03040	Rpac_peg_1230	Rpha_peg_50	Rpli_peg_519	Rrec_peg_1346	Rsou_peg_710	Vdia_peg_396	Vext_peg_384	Vsoy1_peg_614	Vsoy2_peg_814	Vgig1_peg_349	Vgig2_peg_234	COSY_0579	Vmar_0584
843	SP60_07285	MS2017_0925	Rmag_0622	HUE58_RS03025	Rpac_peg_1234	Rpha_peg_60	Rpli_peg_523	Rrec_peg_1342	Rsou_peg_714	Vdia_peg_399	Vext_peg_387	Vsoy1_peg_610	Vsoy2_peg_810	Vgig1_peg_353	Vgig2_peg_238	COSY_0575	Vmar_0581
844	SP60_07290	MS2017_0926	Rmag_0621	HUE58_RS03020	Rpac_peg_1235	Rpha_peg_61	Rpli_peg_524	Rrec_peg_1341	Rsou_peg_715	Vdia_peg_400	Vext_peg_388	Vsoy1_peg_609	Vsoy2_peg_809	Vgig1_peg_354	Vgig2_peg_239	COSY_0574	Vmar_0580
845	SP60_07305	MS2017_0929	Rmag_0620	HUE58_RS03010	Rpac_peg_1237	Rpha_peg_64	Rpli_peg_527	Rrec_peg_1338	Rsou_peg_720	Vdia_peg_401	Vext_peg_389	Vsoy1_peg_608	Vsoy2_peg_808	Vgig1_peg_355	Vgig2_peg_240	COSY_0573	Vmar_0579
846	SP60_07310	MS2017_0930	Rmag_0619	HUE58_RS03005	Rpac_peg_1238	Rpha_peg_65	Rpli_peg_528	Rrec_peg_1337	Rsou_peg_721	Vdia_peg_402	Vext_peg_390	Vsoy1_peg_607	Vsoy2_peg_807	Vgig1_peg_356	Vgig2_peg_241	COSY_0572	Vmar_0578
847	SP60_07315	MS2017_0931	Rmag_0618	HUE58_RS03000	Rpac_peg_1239	Rpha_peg_66	Rpli_peg_529	Rrec_peg_1336	Rsou_peg_722	Vdia_peg_403	Vext_peg_391	Vsoy1_peg_606	Vsoy2_peg_806	Vgig1_peg_357	Vgig2_peg_242	COSY_0571	Vmar_0577
848	SP60_07320	MS2017_R019	Rmag_R0023	HUE58_RS02995	Rpac_rna_33	Rpha_rna_1	Rpli_rna_8	Rrec_rna_37	Rsou_rna_13	Vdia_rna_16	Vext_rna_17	Vsoy1_rna_23	Vsoy2_rna_34	Vgig1_rna_14	Vgig2_rna_10	COSY_R0021	Vmar_R0022
849	SP60_07325	MS2017_0932	Rmag_0617	HUE58_RS02990	Rpac_peg_1240	Rpha_peg_67	Rpli_peg_530	Rrec_peg_1335	Rsou_peg_723	Vdia_peg_404	Vext_peg_392	Vsoy1_peg_605	Vsoy2_peg_805	Vgig1_peg_358	Vgig2_peg_243	COSY_0569	Vmar_0576
851	SP60_07345	MS2017_0935	Rmag_0615	HUE58_RS02980	Rpac_peg_1244	Rpha_peg_72	Rpli_peg_533	Rrec_peg_1332	Rsou_peg_726	Vdia_peg_406	Vext_peg_394	Vsoy1_peg_603	Vsoy2_peg_802	Vgig1_peg_360	Vgig2_peg_245	COSY_0567	Vmar_0574
852	SP60_07350	MS2017_0936	Rmag_0614	HUE58_RS02975	Rpac_peg_1245	Rpha_peg_73	Rpli_peg_534	Rrec_peg_1331	Rsou_peg_727	Vdia_peg_407	Vext_peg_395	Vsoy1_peg_602	Vsoy2_peg_801	Vgig1_peg_361	Vgig2_peg_246	COSY_0566	Vmar_0573
853	SP60_07355	MS2017_0937	Rmag_0613	HUE58_RS02970	Rpac_peg_1246	Rpha_peg_74	Rpli_peg_535	Rrec_peg_1330	Rsou_peg_728	Vdia_peg_408	Vext_peg_396	Vsoy1_peg_601	Vsoy2_peg_800	Vgig1_peg_362	Vgig2_peg_247	COSY_0565	Vmar_0572
856	SP60_07370	MS2017_0940	Rmag_0611	HUE58_RS02960	Rpac_peg_1248	Rpha_peg_77	Rpli_peg_537	Rrec_peg_1328	Rsou_peg_730	Vdia_peg_409	Vext_peg_397	Vsoy1_peg_599	Vsoy2_peg_798	Vgig1_peg_363	Vgig2_peg_248	COSY_0564	Vmar_0571
859	SP60_07385	MS2017_0945	Rmag_0608	HUE58_RS02945	Rpac_peg_1252	Rpha_peg_81	Rpli_peg_540	Rrec_peg_1325	Rsou_peg_737	Vdia_peg_412	Vext_peg_400	Vsoy1_peg_596	Vsoy2_peg_795	Vgig1_peg_366	Vgig2_peg_251	COSY_0561	Vmar_0568
