Bathy	SUP05	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.okutanii	V.gigas	V.soyoae
MS2017_2079	SP60_04495	Rmag_0070	Rpac_peg_127	Rpha_peg_755	Rple_peg_1479	Rrec_peg_797	Rsou_peg_1647	Vdia_peg_909	Vext_peg_898	COSY_0076	Vgig2_peg_888	Vsoy2_peg_303
MS2017_2081	SP60_04485	Rmag_0068	Rpac_peg_129	Rpha_peg_757	Rple_peg_1482	Rrec_peg_795	Rsou_peg_1645	Vdia_peg_910	Vext_peg_899	COSY_0075	Vgig2_peg_889	Vsoy2_peg_302
MS2017_2086	SP60_04480	Rmag_0067	Rpac_peg_130	Rpha_peg_758	Rple_peg_1483	Rrec_peg_794	Rsou_peg_1641	Vdia_peg_911	Vext_peg_900	COSY_0074	Vgig2_peg_890	Vsoy2_peg_301
MS2017_2087	SP60_04475	Rmag_0066	Rpac_peg_131	Rpha_peg_759	Rple_peg_1484	Rrec_peg_793	Rsou_peg_1640	Vdia_peg_912	Vext_peg_901	COSY_0073	Vgig2_peg_891	Vsoy2_peg_300
MS2017_2088	SP60_04470	Rmag_0065	Rpac_peg_132	Rpha_peg_760	Rple_peg_1485	Rrec_peg_792	Rsou_peg_1639	Vdia_peg_913	Vext_peg_902	COSY_0072	Vgig2_peg_892	Vsoy2_peg_299
MS2017_2090	SP60_04460	Rmag_0063	Rpac_peg_134	Rpha_peg_763	Rple_peg_1487	Rrec_peg_790	Rsou_peg_1637	Vdia_peg_914	Vext_peg_903	COSY_0071	Vgig2_peg_893	Vsoy2_peg_298
MS2017_2091	SP60_04455	Rmag_0062	Rpac_peg_135	Rpha_peg_764	Rple_peg_1488	Rrec_peg_789	Rsou_peg_1636	Vdia_peg_915	Vext_peg_904	COSY_0070	Vgig2_peg_894	Vsoy2_peg_297
MS2017_2097	SP60_04385	Rmag_0061	Rpac_peg_145	Rpha_peg_765	Rple_peg_1489	Rrec_peg_788	Rsou_peg_571	Vdia_peg_920	Vext_peg_909	COSY_0065	Vgig2_peg_897	Vsoy2_peg_294
MS2017_2101	SP60_04365	Rmag_0058	Rpac_peg_148	Rpha_peg_768	Rple_peg_1496	Rrec_peg_782	Rsou_peg_575	Vdia_peg_922	Vext_peg_911	COSY_0063	Vgig2_peg_899	Vsoy2_peg_292
MS2017_2107	SP60_04335	Rmag_0055	Rpac_peg_160	Rpha_peg_785	Rple_peg_1504	Rrec_peg_775	Rsou_peg_581	Vdia_peg_925	Vext_peg_914	COSY_0060	Vgig2_peg_902	Vsoy2_peg_288
MS2017_2108	SP60_04330	Rmag_0054	Rpac_peg_161	Rpha_peg_786	Rple_peg_1505	Rrec_peg_774	Rsou_peg_582	Vdia_peg_926	Vext_peg_915	COSY_0059	Vgig2_peg_903	Vsoy2_peg_287
MS2017_2109	SP60_04325	Rmag_0053	Rpac_peg_162	Rpha_peg_787	Rple_peg_1506	Rrec_peg_773	Rsou_peg_583	Vdia_peg_927	Vext_peg_916	COSY_0058	Vgig2_peg_904	Vsoy2_peg_286
MS2017_2110	SP60_04320	Rmag_0052	Rpac_peg_163	Rpha_peg_788	Rple_peg_1507	Rrec_peg_772	Rsou_peg_584	Vdia_peg_928	Vext_peg_917	COSY_0057	Vgig2_peg_905	Vsoy2_peg_285
MS2017_2121	SP60_04310	Rmag_0051	Rpac_peg_164	Rpha_peg_789	Rple_peg_1508	Rrec_peg_771	Rsou_peg_585	Vdia_peg_929	Vext_peg_918	COSY_0055	Vgig2_peg_906	Vsoy2_peg_284
MS2017_2122	SP60_04305	Rmag_0050	Rpac_peg_165	Rpha_peg_790	Rple_peg_1509	Rrec_peg_770	Rsou_peg_586	Vdia_peg_930	Vext_peg_919	COSY_0054	Vgig2_peg_907	Vsoy2_peg_283
MS2017_2127	SP60_03800	Rmag_1053	Rpac_peg_860	Rpha_peg_916	Rple_peg_1108	Rrec_peg_666	Rsou_peg_1601	Vdia_peg_1009	Vext_peg_996	COSY_0953	Vgig2_peg_983	Vsoy2_peg_206
MS2017_2128	SP60_03795	Rmag_1052	Rpac_peg_859	Rpha_peg_915	Rple_peg_1107	Rrec_peg_665	Rsou_peg_1600	Vdia_peg_4	Vext_peg_1	COSY_0952	Vgig2_peg_855	Vsoy2_peg_205
MS2017_2129	SP60_03790	Rmag_1051	Rpac_peg_858	Rpha_peg_914	Rple_peg_1106	Rrec_peg_664	Rsou_peg_1599	Vdia_peg_5	Vext_peg_2	COSY_0951	Vgig2_peg_854	Vsoy2_peg_204
MS2017_2130	SP60_03785	Rmag_1050	Rpac_peg_857	Rpha_peg_913	Rple_peg_1105	Rrec_peg_663	Rsou_peg_1598	Vdia_peg_6	Vext_peg_3	COSY_0950	Vgig2_peg_853	Vsoy2_peg_203
MS2017_2131	SP60_03780	Rmag_1049	Rpac_peg_856	Rpha_peg_912	Rple_peg_1104	Rrec_peg_662	Rsou_peg_1597	Vdia_peg_7	Vext_peg_4	COSY_0949	Vgig2_peg_852	Vsoy2_peg_202
MS2017_2132	SP60_03775	Rmag_1048	Rpac_peg_855	Rpha_peg_911	Rple_peg_1103	Rrec_peg_661	Rsou_peg_1596	Vdia_peg_8	Vext_peg_5	COSY_0948	Vgig2_peg_851	Vsoy2_peg_201
MS2017_2133	SP60_03770	Rmag_1047	Rpac_peg_854	Rpha_peg_910	Rple_peg_1102	Rrec_peg_660	Rsou_peg_1595	Vdia_peg_9	Vext_peg_6	COSY_0947	Vgig2_peg_850	Vsoy2_peg_200
MS2017_2134	SP60_03765	Rmag_1046	Rpac_peg_853	Rpha_peg_909	Rple_peg_1101	Rrec_peg_659	Rsou_peg_1594	Vdia_peg_10	Vext_peg_7	COSY_0946	Vgig2_peg_849	Vsoy2_peg_199
MS2017_2135	SP60_03760	Rmag_1045	Rpac_peg_852	Rpha_peg_908	Rple_peg_1099	Rrec_peg_658	Rsou_peg_1593	Vdia_peg_11	Vext_peg_8	COSY_0945	Vgig2_peg_848	Vsoy2_peg_198
MS2017_2136	SP60_03755	Rmag_1044	Rpac_peg_851	Rpha_peg_907	Rple_peg_1098	Rrec_peg_657	Rsou_peg_1592	Vdia_peg_12	Vext_peg_9	COSY_0944	Vgig2_peg_847	Vsoy2_peg_197
MS2017_2140	SP60_03745	Rmag_1043	Rpac_peg_849	Rpha_peg_905	Rple_peg_1096	Rrec_peg_655	Rsou_peg_1590	Vdia_peg_13	Vext_peg_10	COSY_0943	Vgig2_peg_846	Vsoy2_peg_196
MS2017_2143	SP60_03735	Rmag_1041	Rpac_peg_847	Rpha_peg_903	Rple_peg_1093	Rrec_peg_653	Rsou_peg_1588	Vdia_peg_14	Vext_peg_11	COSY_0942	Vgig2_peg_845	Vsoy2_peg_194
MS2017_2144	SP60_03730	Rmag_1040	Rpac_peg_846	Rpha_peg_902	Rple_peg_1092	Rrec_peg_652	Rsou_peg_1587	Vdia_peg_15	Vext_peg_12	COSY_0941	Vgig2_peg_844	Vsoy2_peg_193
MS2017_2145	SP60_03725	Rmag_1039	Rpac_peg_845	Rpha_peg_901	Rple_peg_1091	Rrec_peg_651	Rsou_peg_1586	Vdia_peg_16	Vext_peg_13	COSY_0940	Vgig2_peg_843	Vsoy2_peg_192
MS2017_2146	SP60_03720	Rmag_1038	Rpac_peg_844	Rpha_peg_900	Rple_peg_1090	Rrec_peg_650	Rsou_peg_1585	Vdia_peg_17	Vext_peg_14	COSY_0939	Vgig2_peg_842	Vsoy2_peg_191
MS2017_2147	SP60_03715	Rmag_1037	Rpac_peg_843	Rpha_peg_899	Rple_peg_1089	Rrec_peg_649	Rsou_peg_1584	Vdia_peg_18	Vext_peg_15	COSY_0938	Vgig2_peg_841	Vsoy2_peg_190
MS2017_2161	SP60_03685	Rmag_1032	Rpac_peg_834	Rpha_peg_882	Rple_peg_1074	Rrec_peg_639	Rsou_peg_1573	Vdia_peg_24	Vext_peg_21	COSY_0934	Vgig2_peg_836	Vsoy2_peg_185
MS2017_2164	SP60_03680	Rmag_1031	Rpac_peg_829	Rpha_peg_881	Rple_peg_1073	Rrec_peg_634	Rsou_peg_1571	Vdia_peg_25	Vext_peg_22	COSY_0933	Vgig2_peg_835	Vsoy2_peg_184
MS2017_2168	SP60_03665	Rmag_1030	Rpac_peg_826	Rpha_peg_874	Rple_peg_1070	Rrec_peg_630	Rsou_peg_392	Vdia_peg_27	Vext_peg_24	COSY_0932	Vgig2_peg_834	Vsoy2_peg_183
MS2017_2172	SP60_03650	Rmag_1027	Rpac_peg_823	Rpha_peg_871	Rple_peg_1067	Rrec_peg_627	Rsou_peg_395	Vdia_peg_30	Vext_peg_27	COSY_0929	Vgig2_peg_831	Vsoy2_peg_180
MS2017_2173	SP60_03645	Rmag_1026	Rpac_peg_822	Rpha_peg_870	Rple_peg_1066	Rrec_peg_626	Rsou_peg_396	Vdia_peg_31	Vext_peg_28	COSY_0928	Vgig2_peg_830	Vsoy2_peg_179
MS2017_2176	SP60_03640	Rmag_1025	Rpac_peg_821	Rpha_peg_869	Rple_peg_1065	Rrec_peg_625	Rsou_peg_397	Vdia_peg_32	Vext_peg_29	COSY_0927	Vgig2_peg_829	Vsoy2_peg_178
MS2017_2177	SP60_03635	Rmag_1024	Rpac_peg_820	Rpha_peg_868	Rple_peg_1064	Rrec_peg_624	Rsou_peg_398	Vdia_peg_33	Vext_peg_30	COSY_0926	Vgig2_peg_828	Vsoy2_peg_177
MS2017_2179	SP60_03625	Rmag_1023	Rpac_peg_818	Rpha_peg_866	Rple_peg_1062	Rrec_peg_622	Rsou_peg_400	Vdia_peg_35	Vext_peg_32	COSY_0924	Vgig2_peg_826	Vsoy2_peg_175
MS2017_2180	SP60_03620	Rmag_1022	Rpac_peg_817	Rpha_peg_865	Rple_peg_1061	Rrec_peg_621	Rsou_peg_401	Vdia_peg_36	Vext_peg_33	COSY_0923	Vgig2_peg_825	Vsoy2_peg_174
MS2017_2181	SP60_03595	Rmag_1021	Rpac_peg_816	Rpha_peg_864	Rple_peg_1060	Rrec_peg_620	Rsou_peg_411	Vdia_peg_37	Vext_peg_34	COSY_0922	Vgig2_peg_824	Vsoy2_peg_173
MS2017_2183	SP60_03590	Rmag_1020	Rpac_peg_815	Rpha_peg_863	Rple_peg_1059	Rrec_peg_619	Rsou_peg_412	Vdia_peg_38	Vext_peg_35	COSY_0921	Vgig2_peg_823	Vsoy2_peg_172
MS2017_2184	SP60_03585	Rmag_1019	Rpac_peg_814	Rpha_peg_862	Rple_peg_1058	Rrec_peg_618	Rsou_peg_413	Vdia_peg_39	Vext_peg_36	COSY_0920	Vgig2_peg_822	Vsoy2_peg_171
MS2017_2186	SP60_04005	Rmag_1076	Rpac_peg_232	Rpha_peg_1017	Rple_peg_1596	Rrec_peg_700	Rsou_peg_1458	Vdia_peg_985	Vext_peg_973	COSY_0977	Vgig2_peg_960	Vsoy2_peg_228
MS2017_R001	SP60_04255	Rmag_R0002	Rpac_rna_8	Rpha_rna_12	Rple_rna_35	Rrec_rna_20	Rsou_rna_3	Vdia_rna_36	Vext_rna_37	COSY_R0002	Vgig2_rna_37	Vsoy2_rna_14
MS2017_R002	SP60_03530	Rmag_R0040	Rpac_rna_40	Rpha_rna_17	Rple_rna_41	Rrec_rna_17	Rsou_rna_5	Vdia_rna_40	Vext_rna_1	COSY_R0037	Vgig2_rna_34	Vsoy2_rna_40
MS2017_R003	SP60_03525	Rmag_R0039	Rpac_rna_26	Rpha_rna_16	Rple_rna_23	Rrec_rna_16	Rsou_rna_6	Vdia_rna_1	Vext_rna_2	COSY_R0036	Vgig2_rna_33	Vsoy2_rna_11
MS2017_R004	SP60_03520	Rmag_R0038	Rpac_rna_25	Rpha_rna_15	Rple_rna_22	Rrec_rna_15	Rsou_rna_7	Vdia_rna_2	Vext_rna_3	COSY_R0035	Vgig2_rna_32	Vsoy2_rna_10
MS2017_R005	SP60_03515	Rmag_R0037	Rpac_rna_24	Rpha_rna_14	Rple_rna_21	Rrec_rna_14	Rsou_rna_8	Vdia_rna_3	Vext_rna_4	COSY_R0034	Vgig2_rna_31	Vsoy2_rna_9
MS2017_R006	SP60_03510	Rmag_R0036	Rpac_rna_23	Rpha_rna_13	Rple_rna_20	Rrec_rna_13	Rsou_rna_9	Vdia_rna_4	Vext_rna_5	COSY_R0033	Vgig2_rna_30	Vsoy2_rna_8
MS2017_R007	SP60_03285	Rmag_R0035	Rpac_rna_22	Rpha_rna_29	Rple_rna_19	Rrec_rna_12	Rsou_rna_33	Vdia_rna_5	Vext_rna_6	COSY_R0032	Vgig2_rna_29	Vsoy2_rna_7
MS2017_R008	SP60_02680	Rmag_R0034	Rpac_rna_21	Rpha_rna_23	Rple_rna_18	Rrec_rna_11	Rsou_rna_2	Vdia_rna_6	Vext_rna_7	COSY_R0031	Vgig2_rna_28	Vsoy2_rna_6
MS2017_R009	SP60_05770	Rmag_R0010	Rpac_rna_12	Rpha_rna_33	Rple_rna_3	Rrec_rna_4	Rsou_rna_37	Vdia_rna_28	Vext_rna_29	COSY_R0010	Vgig2_rna_22	Vsoy2_rna_22
MS2017_R010	SP60_05975	Rmag_R0031	Rpac_rna_18	Rpha_rna_26	Rple_rna_15	Rrec_rna_8	Rsou_rna_36	Vdia_rna_9	Vext_rna_10	COSY_R0028	Vgig2_rna_25	Vsoy2_rna_3
MS2017_R011	SP60_05980	Rmag_R0030	Rpac_rna_17	Rpha_rna_27	Rple_rna_14	Rrec_rna_7	Rsou_rna_35	Vdia_rna_10	Vext_rna_11	COSY_R0027	Vgig2_rna_24	Vsoy2_rna_2
MS2017_R012	SP60_05985	Rmag_R0029	Rpac_rna_16	Rpha_rna_28	Rple_rna_13	Rrec_rna_6	Rsou_rna_34	Vdia_rna_11	Vext_rna_12	COSY_R0026	Vgig2_rna_23	Vsoy2_rna_1
MS2017_R013	SP60_05995	Rmag_R0028	Rpac_rna_11	Rpha_rna_39	Rple_rna_4	Rrec_rna_5	Rsou_rna_23	Vdia_rna_12	Vext_rna_13	COSY_R0025	Vgig2_rna_6	Vsoy2_rna_38
MS2017_R015	SP60_07095	Rmag_R0026	Rpac_rna_30	Rpha_rna_22	Rple_rna_5	Rrec_rna_40	Rsou_rna_17	Vdia_rna_13	Vext_rna_14	COSY_R0024	Vgig2_rna_7	Vsoy2_rna_37
MS2017_R016	SP60_07100	Rmag_R0025	Rpac_rna_31	Rpha_rna_21	Rple_rna_6	Rrec_rna_39	Rsou_rna_16	Vdia_rna_14	Vext_rna_15	COSY_R0023	Vgig2_rna_8	Vsoy2_rna_36
MS2017_R017	SP60_07495	Rmag_R0022	Rpac_rna_34	Rpha_rna_2	Rple_rna_9	Rrec_rna_36	Rsou_rna_14	Vdia_rna_17	Vext_rna_18	COSY_R0020	Vgig2_rna_11	Vsoy2_rna_33
MS2017_R019	SP60_07320	Rmag_R0023	Rpac_rna_33	Rpha_rna_1	Rple_rna_8	Rrec_rna_37	Rsou_rna_13	Vdia_rna_16	Vext_rna_17	COSY_R0021	Vgig2_rna_10	Vsoy2_rna_34
MS2017_R022	SP60_00605	Rmag_R0019	Rpac_rna_27	Rpha_rna_4	Rple_rna_25	Rrec_rna_34	Rsou_rna_39	Vdia_rna_19	Vext_rna_20	COSY_R0018	Vgig2_rna_13	Vsoy2_rna_31
MS2017_R023	SP60_00630	Rmag_R0018	Rpac_rna_28	Rpha_rna_5	Rple_rna_26	Rrec_rna_33	Rsou_rna_38	Vdia_rna_20	Vext_rna_21	COSY_R0017	Vgig2_rna_14	Vsoy2_rna_30
MS2017_R028	SP60_01360	Rmag_R0012	Rpac_rna_14	Rpha_rna_31	Rple_rna_11	Rrec_rna_2	Rsou_rna_25	Vdia_rna_26	Vext_rna_27	COSY_R0012	Vgig2_rna_20	Vsoy2_rna_24
MS2017_R029	SP60_01365	Rmag_R0011	Rpac_rna_13	Rpha_rna_32	Rple_rna_10	Rrec_rna_3	Rsou_rna_26	Vdia_rna_27	Vext_rna_28	COSY_R0011	Vgig2_rna_21	Vsoy2_rna_23
MS2017_R030	SP60_01650	Rmag_R0032	Rpac_rna_19	Rpha_rna_25	Rple_rna_16	Rrec_rna_9	Rsou_rna_22	Vdia_rna_8	Vext_rna_9	COSY_R0029	Vgig2_rna_26	Vsoy2_rna_4
MS2017_R031	SP60_01760	Rmag_R0033	Rpac_rna_20	Rpha_rna_24	Rple_rna_17	Rrec_rna_10	Rsou_rna_1	Vdia_rna_7	Vext_rna_8	COSY_R0030	Vgig2_rna_27	Vsoy2_rna_5
MS2017_R032	SP60_05180	Rmag_R0009	Rpac_rna_1	Rpha_rna_38	Rple_rna_28	Rrec_rna_27	Rsou_rna_21	Vdia_rna_29	Vext_rna_30	COSY_R0009	Vgig2_rna_5	Vsoy2_rna_21
MS2017_R033	SP60_05170	Rmag_R0008	Rpac_rna_2	Rpha_rna_37	Rple_rna_29	Rrec_rna_26	Rsou_rna_20	Vdia_rna_30	Vext_rna_31	COSY_R0008	Vgig2_rna_4	Vsoy2_rna_20
MS2017_R034	SP60_05165	Rmag_R0007	Rpac_rna_3	Rpha_rna_36	Rple_rna_30	Rrec_rna_25	Rsou_rna_19	Vdia_rna_31	Vext_rna_32	COSY_R0007	Vgig2_rna_3	Vsoy2_rna_19
MS2017_R036	SP60_04740	Rmag_R0006	Rpac_rna_4	Rpha_rna_35	Rple_rna_31	Rrec_rna_24	Rsou_rna_28	Vdia_rna_32	Vext_rna_33	COSY_R0006	Vgig2_rna_2	Vsoy2_rna_18
MS2017_R037	SP60_04725	Rmag_R0005	Rpac_rna_5	Rpha_rna_34	Rple_rna_32	Rrec_rna_23	Rsou_rna_29	Vdia_rna_33	Vext_rna_34	COSY_R0005	Vgig2_rna_1	Vsoy2_rna_17
MS2017_R039	SP60_04390	Rmag_R0004	Rpac_rna_6	Rpha_rna_10	Rple_rna_33	Rrec_rna_22	Rsou_rna_11	Vdia_rna_34	Vext_rna_35	COSY_R0004	Vgig2_rna_35	Vsoy2_rna_16
MS2017_R040	SP60_04315	Rmag_R0003	Rpac_rna_7	Rpha_rna_11	Rple_rna_34	Rrec_rna_21	Rsou_rna_12	Vdia_rna_35	Vext_rna_36	COSY_R0003	Vgig2_rna_36	Vsoy2_rna_15
MS2017_R041	SP60_03995	Rmag_R0041	Rpac_rna_10	Rpha_rna_18	Rple_rna_37	Rrec_rna_18	Rsou_rna_27	Vdia_rna_38	Vext_rna_39	COSY_R0038	Vgig2_rna_39	Vsoy2_rna_12
